month,tas,year,country,iso3,season
Nov,24.7,1977,Philippines,PHL,autumn
Dec,24.4,1977,Philippines,PHL,winter
Jan,24.1,1978,Philippines,PHL,winter
Feb,24.1,1978,Philippines,PHL,winter
Mar,25.6,1978,Philippines,PHL,spring
Apr,26.5,1978,Philippines,PHL,spring
May,26.8,1978,Philippines,PHL,spring
Jun,26.3,1978,Philippines,PHL,summer
Jul,25.9,1978,Philippines,PHL,summer
Aug,25.5,1978,Philippines,PHL,summer
Sep,25.2,1978,Philippines,PHL,autumn
Oct,25.1,1978,Philippines,PHL,autumn
Nov,24.7,1978,Philippines,PHL,autumn
Dec,24.9,1978,Philippines,PHL,winter
Jan,24.4,1979,Philippines,PHL,winter
Feb,25.3,1979,Philippines,PHL,winter
Mar,25.6,1979,Philippines,PHL,spring
Apr,26.5,1979,Philippines,PHL,spring
May,26.2,1979,Philippines,PHL,spring
Jun,26.0,1979,Philippines,PHL,summer
Jul,25.8,1979,Philippines,PHL,summer
Aug,25.8,1979,Philippines,PHL,summer
Sep,25.8,1979,Philippines,PHL,autumn
Oct,25.3,1979,Philippines,PHL,autumn
Nov,25.3,1979,Philippines,PHL,autumn
Dec,24.2,1979,Philippines,PHL,winter
Jan,24.4,1980,Philippines,PHL,winter
Feb,24.4,1980,Philippines,PHL,winter
Mar,25.6,1980,Philippines,PHL,spring
Apr,26.3,1980,Philippines,PHL,spring
May,26.9,1980,Philippines,PHL,spring
Jun,26.3,1980,Philippines,PHL,summer
Jul,25.7,1980,Philippines,PHL,summer
Aug,25.7,1980,Philippines,PHL,summer
Sep,25.7,1980,Philippines,PHL,autumn
Oct,25.5,1980,Philippines,PHL,autumn
Nov,25.5,1980,Philippines,PHL,autumn
Dec,24.9,1980,Philippines,PHL,winter
Jan,23.2,1981,Philippines,PHL,winter
Feb,24.1,1981,Philippines,PHL,winter
Mar,25.1,1981,Philippines,PHL,spring
Apr,26.4,1981,Philippines,PHL,spring
May,26.5,1981,Philippines,PHL,spring
Jun,25.8,1981,Philippines,PHL,summer
Jul,25.3,1981,Philippines,PHL,summer
Aug,25.7,1981,Philippines,PHL,summer
Sep,25.7,1981,Philippines,PHL,autumn
Oct,25.3,1981,Philippines,PHL,autumn
Nov,25.1,1981,Philippines,PHL,autumn
Dec,24.1,1981,Philippines,PHL,winter
Jan,23.6,1982,Philippines,PHL,winter
Feb,24.2,1982,Philippines,PHL,winter
Mar,25.2,1982,Philippines,PHL,spring
Apr,25.9,1982,Philippines,PHL,spring
May,26.5,1982,Philippines,PHL,spring
Jun,26.3,1982,Philippines,PHL,summer
Jul,25.3,1982,Philippines,PHL,summer
Aug,25.4,1982,Philippines,PHL,summer
Sep,25.4,1982,Philippines,PHL,autumn
Oct,25.5,1982,Philippines,PHL,autumn
Nov,25.4,1982,Philippines,PHL,autumn
Dec,25.0,1982,Philippines,PHL,winter
Jan,24.6,1983,Philippines,PHL,winter
Feb,24.6,1983,Philippines,PHL,winter
Mar,25.7,1983,Philippines,PHL,spring
Apr,26.7,1983,Philippines,PHL,spring
May,27.0,1983,Philippines,PHL,spring
Jun,27.0,1983,Philippines,PHL,summer
Jul,26.1,1983,Philippines,PHL,summer
Aug,26.1,1983,Philippines,PHL,summer
Sep,26.0,1983,Philippines,PHL,autumn
Oct,25.7,1983,Philippines,PHL,autumn
Nov,24.9,1983,Philippines,PHL,autumn
Dec,24.2,1983,Philippines,PHL,winter
Jan,24.3,1984,Philippines,PHL,winter
Feb,24.7,1984,Philippines,PHL,winter
Mar,25.7,1984,Philippines,PHL,spring
Apr,26.5,1984,Philippines,PHL,spring
May,26.2,1984,Philippines,PHL,spring
Jun,25.8,1984,Philippines,PHL,summer
Jul,25.7,1984,Philippines,PHL,summer
Aug,25.5,1984,Philippines,PHL,summer
Sep,25.7,1984,Philippines,PHL,autumn
Oct,25.3,1984,Philippines,PHL,autumn
Nov,25.4,1984,Philippines,PHL,autumn
Dec,24.8,1984,Philippines,PHL,winter
Jan,23.9,1985,Philippines,PHL,winter
Feb,25.7,1985,Philippines,PHL,winter
Mar,25.9,1985,Philippines,PHL,spring
Apr,26.2,1985,Philippines,PHL,spring
May,26.7,1985,Philippines,PHL,spring
Jun,26.0,1985,Philippines,PHL,summer
Jul,25.5,1985,Philippines,PHL,summer
Aug,25.6,1985,Philippines,PHL,summer
Sep,25.4,1985,Philippines,PHL,autumn
Oct,25.5,1985,Philippines,PHL,autumn
Nov,25.7,1985,Philippines,PHL,autumn
Dec,24.8,1985,Philippines,PHL,winter
Jan,24.0,1986,Philippines,PHL,winter
Feb,24.2,1986,Philippines,PHL,winter
Mar,25.1,1986,Philippines,PHL,spring
Apr,26.4,1986,Philippines,PHL,spring
May,26.7,1986,Philippines,PHL,spring
Jun,26.2,1986,Philippines,PHL,summer
Jul,25.8,1986,Philippines,PHL,summer
Aug,25.6,1986,Philippines,PHL,summer
Sep,25.6,1986,Philippines,PHL,autumn
Oct,25.6,1986,Philippines,PHL,autumn
Nov,25.5,1986,Philippines,PHL,autumn
Dec,24.7,1986,Philippines,PHL,winter
Jan,24.2,1987,Philippines,PHL,winter
Feb,24.1,1987,Philippines,PHL,winter
Mar,25.6,1987,Philippines,PHL,spring
Apr,26.8,1987,Philippines,PHL,spring
May,27.8,1987,Philippines,PHL,spring
Jun,27.2,1987,Philippines,PHL,summer
Jul,25.8,1987,Philippines,PHL,summer
Aug,26.1,1987,Philippines,PHL,summer
Sep,26.1,1987,Philippines,PHL,autumn
Oct,26.5,1987,Philippines,PHL,autumn
Nov,26.0,1987,Philippines,PHL,autumn
Dec,25.4,1987,Philippines,PHL,winter
Jan,25.5,1988,Philippines,PHL,winter
Feb,25.5,1988,Philippines,PHL,winter
Mar,26.4,1988,Philippines,PHL,spring
Apr,26.9,1988,Philippines,PHL,spring
May,27.1,1988,Philippines,PHL,spring
Jun,26.4,1988,Philippines,PHL,summer
Jul,26.0,1988,Philippines,PHL,summer
Aug,26.2,1988,Philippines,PHL,summer
Sep,26.2,1988,Philippines,PHL,autumn
Oct,25.6,1988,Philippines,PHL,autumn
Nov,25.0,1988,Philippines,PHL,autumn
Dec,24.3,1988,Philippines,PHL,winter
Jan,24.9,1989,Philippines,PHL,winter
Feb,24.4,1989,Philippines,PHL,winter
Mar,24.9,1989,Philippines,PHL,spring
Apr,26.3,1989,Philippines,PHL,spring
May,26.4,1989,Philippines,PHL,spring
Jun,26.0,1989,Philippines,PHL,summer
Jul,26.0,1989,Philippines,PHL,summer
Aug,25.6,1989,Philippines,PHL,summer
Sep,25.8,1989,Philippines,PHL,autumn
Oct,25.7,1989,Philippines,PHL,autumn
Nov,25.4,1989,Philippines,PHL,autumn
Dec,24.2,1989,Philippines,PHL,winter
Jan,24.8,1990,Philippines,PHL,winter
Feb,25.4,1990,Philippines,PHL,winter
Mar,25.5,1990,Philippines,PHL,spring
Apr,27.0,1990,Philippines,PHL,spring
May,26.7,1990,Philippines,PHL,spring
Jun,25.9,1990,Philippines,PHL,summer
Jul,26.0,1990,Philippines,PHL,summer
Aug,25.9,1990,Philippines,PHL,summer
Sep,25.8,1990,Philippines,PHL,autumn
Oct,25.6,1990,Philippines,PHL,autumn
Nov,25.3,1990,Philippines,PHL,autumn
Dec,25.1,1990,Philippines,PHL,winter
Jan,24.9,1991,Philippines,PHL,winter
Feb,24.9,1991,Philippines,PHL,winter
Mar,25.6,1991,Philippines,PHL,spring
Apr,26.4,1991,Philippines,PHL,spring
May,27.4,1991,Philippines,PHL,spring
Jun,26.7,1991,Philippines,PHL,summer
Jul,26.2,1991,Philippines,PHL,summer
Aug,25.9,1991,Philippines,PHL,summer
Sep,25.8,1991,Philippines,PHL,autumn
Oct,25.6,1991,Philippines,PHL,autumn
Nov,24.7,1991,Philippines,PHL,autumn
Dec,24.6,1991,Philippines,PHL,winter
Jan,24.2,1992,Philippines,PHL,winter
Feb,24.2,1992,Philippines,PHL,winter
Mar,25.9,1992,Philippines,PHL,spring
Apr,26.4,1992,Philippines,PHL,spring
May,26.9,1992,Philippines,PHL,spring
Jun,26.5,1992,Philippines,PHL,summer
Jul,25.6,1992,Philippines,PHL,summer
Aug,26.0,1992,Philippines,PHL,summer
Sep,25.8,1992,Philippines,PHL,autumn
Oct,25.7,1992,Philippines,PHL,autumn
Nov,24.9,1992,Philippines,PHL,autumn
Dec,25.3,1992,Philippines,PHL,winter
Jan,24.3,1993,Philippines,PHL,winter
Feb,24.4,1993,Philippines,PHL,winter
Mar,25.0,1993,Philippines,PHL,spring
Apr,26.4,1993,Philippines,PHL,spring
May,27.1,1993,Philippines,PHL,spring
Jun,26.8,1993,Philippines,PHL,summer
Jul,26.1,1993,Philippines,PHL,summer
Aug,25.8,1993,Philippines,PHL,summer
Sep,25.7,1993,Philippines,PHL,autumn
Oct,25.6,1993,Philippines,PHL,autumn
Nov,25.8,1993,Philippines,PHL,autumn
Dec,25.0,1993,Philippines,PHL,winter
Jan,25.0,1994,Philippines,PHL,winter
Feb,25.1,1994,Philippines,PHL,winter
Mar,25.7,1994,Philippines,PHL,spring
Apr,26.8,1994,Philippines,PHL,spring
May,27.1,1994,Philippines,PHL,spring
Jun,26.3,1994,Philippines,PHL,summer
Jul,25.6,1994,Philippines,PHL,summer
Aug,25.7,1994,Philippines,PHL,summer
Sep,25.6,1994,Philippines,PHL,autumn
Oct,25.7,1994,Philippines,PHL,autumn
Nov,25.4,1994,Philippines,PHL,autumn
Dec,25.3,1994,Philippines,PHL,winter
Jan,24.7,1995,Philippines,PHL,winter
Feb,24.5,1995,Philippines,PHL,winter
Mar,25.6,1995,Philippines,PHL,spring
Apr,26.5,1995,Philippines,PHL,spring
May,26.9,1995,Philippines,PHL,spring
Jun,26.6,1995,Philippines,PHL,summer
Jul,25.7,1995,Philippines,PHL,summer
Aug,25.7,1995,Philippines,PHL,summer
Sep,25.6,1995,Philippines,PHL,autumn
Oct,25.9,1995,Philippines,PHL,autumn
Nov,25.5,1995,Philippines,PHL,autumn
Dec,24.6,1995,Philippines,PHL,winter
Jan,24.3,1996,Philippines,PHL,winter
Feb,24.1,1996,Philippines,PHL,winter
Mar,25.7,1996,Philippines,PHL,spring
Apr,25.9,1996,Philippines,PHL,spring
May,26.5,1996,Philippines,PHL,spring
Jun,26.4,1996,Philippines,PHL,summer
Jul,25.9,1996,Philippines,PHL,summer
Aug,25.7,1996,Philippines,PHL,summer
Sep,25.9,1996,Philippines,PHL,autumn
Oct,26.0,1996,Philippines,PHL,autumn
Nov,25.3,1996,Philippines,PHL,autumn
Dec,24.5,1996,Philippines,PHL,winter
Jan,23.8,1997,Philippines,PHL,winter
Feb,24.5,1997,Philippines,PHL,winter
Mar,25.0,1997,Philippines,PHL,spring
Apr,26.2,1997,Philippines,PHL,spring
May,26.7,1997,Philippines,PHL,spring
Jun,26.2,1997,Philippines,PHL,summer
Jul,25.8,1997,Philippines,PHL,summer
Aug,26.1,1997,Philippines,PHL,summer
Sep,25.8,1997,Philippines,PHL,autumn
Oct,26.0,1997,Philippines,PHL,autumn
Nov,25.9,1997,Philippines,PHL,autumn
Dec,25.5,1997,Philippines,PHL,winter
Jan,25.2,1998,Philippines,PHL,winter
Feb,25.6,1998,Philippines,PHL,winter
Mar,26.1,1998,Philippines,PHL,spring
Apr,27.2,1998,Philippines,PHL,spring
May,27.4,1998,Philippines,PHL,spring
Jun,26.8,1998,Philippines,PHL,summer
Jul,26.5,1998,Philippines,PHL,summer
Aug,26.6,1998,Philippines,PHL,summer
Sep,26.0,1998,Philippines,PHL,autumn
Oct,26.1,1998,Philippines,PHL,autumn
Nov,26.2,1998,Philippines,PHL,autumn
Dec,25.7,1998,Philippines,PHL,winter
Jan,25.2,1999,Philippines,PHL,winter
Feb,24.7,1999,Philippines,PHL,winter
Mar,26.0,1999,Philippines,PHL,spring
Apr,26.2,1999,Philippines,PHL,spring
May,26.6,1999,Philippines,PHL,spring
Jun,25.9,1999,Philippines,PHL,summer
Jul,25.8,1999,Philippines,PHL,summer
Aug,25.6,1999,Philippines,PHL,summer
Sep,25.6,1999,Philippines,PHL,autumn
Oct,25.8,1999,Philippines,PHL,autumn
Nov,25.4,1999,Philippines,PHL,autumn
Dec,25.0,1999,Philippines,PHL,winter
Jan,25.0,2000,Philippines,PHL,winter
Feb,25.1,2000,Philippines,PHL,winter
Mar,25.7,2000,Philippines,PHL,spring
Apr,26.4,2000,Philippines,PHL,spring
May,26.8,2000,Philippines,PHL,spring
Jun,26.2,2000,Philippines,PHL,summer
Jul,25.6,2000,Philippines,PHL,summer
Aug,25.8,2000,Philippines,PHL,summer
Sep,25.8,2000,Philippines,PHL,autumn
Oct,25.8,2000,Philippines,PHL,autumn
Nov,25.8,2000,Philippines,PHL,autumn
Dec,25.5,2000,Philippines,PHL,winter
Jan,25.2,2001,Philippines,PHL,winter
Feb,25.3,2001,Philippines,PHL,winter
Mar,25.8,2001,Philippines,PHL,spring
Apr,27.1,2001,Philippines,PHL,spring
May,26.7,2001,Philippines,PHL,spring
Jun,26.5,2001,Philippines,PHL,summer
Jul,25.9,2001,Philippines,PHL,summer
Aug,25.8,2001,Philippines,PHL,summer
Sep,26.2,2001,Philippines,PHL,autumn
Oct,26.0,2001,Philippines,PHL,autumn
Nov,25.0,2001,Philippines,PHL,autumn
Dec,24.6,2001,Philippines,PHL,winter
Jan,24.6,2002,Philippines,PHL,winter
Feb,24.4,2002,Philippines,PHL,winter
Mar,25.8,2002,Philippines,PHL,spring
Apr,26.6,2002,Philippines,PHL,spring
May,26.7,2002,Philippines,PHL,spring
Jun,26.6,2002,Philippines,PHL,summer
Jul,25.8,2002,Philippines,PHL,summer
Aug,25.6,2002,Philippines,PHL,summer
Sep,25.5,2002,Philippines,PHL,autumn
Oct,26.1,2002,Philippines,PHL,autumn
Nov,25.7,2002,Philippines,PHL,autumn
Dec,25.3,2002,Philippines,PHL,winter
Jan,24.4,2003,Philippines,PHL,winter
Feb,24.7,2003,Philippines,PHL,winter
Mar,25.5,2003,Philippines,PHL,spring
Apr,27.1,2003,Philippines,PHL,spring
May,27.0,2003,Philippines,PHL,spring
Jun,25.9,2003,Philippines,PHL,summer
Jul,26.0,2003,Philippines,PHL,summer
Aug,25.6,2003,Philippines,PHL,summer
Sep,25.5,2003,Philippines,PHL,autumn
Oct,25.6,2003,Philippines,PHL,autumn
Nov,25.3,2003,Philippines,PHL,autumn
Dec,24.6,2003,Philippines,PHL,winter
Jan,24.2,2004,Philippines,PHL,winter
Feb,25.0,2004,Philippines,PHL,winter
Mar,25.8,2004,Philippines,PHL,spring
Apr,27.0,2004,Philippines,PHL,spring
May,26.8,2004,Philippines,PHL,spring
Jun,25.8,2004,Philippines,PHL,summer
Jul,25.9,2004,Philippines,PHL,summer
Aug,25.8,2004,Philippines,PHL,summer
Sep,26.0,2004,Philippines,PHL,autumn
Oct,25.2,2004,Philippines,PHL,autumn
Nov,25.6,2004,Philippines,PHL,autumn
Dec,25.3,2004,Philippines,PHL,winter
Jan,25.4,2005,Philippines,PHL,winter
Feb,25.1,2005,Philippines,PHL,winter
Mar,25.5,2005,Philippines,PHL,spring
Apr,26.4,2005,Philippines,PHL,spring
May,27.2,2005,Philippines,PHL,spring
Jun,26.3,2005,Philippines,PHL,summer
Jul,26.0,2005,Philippines,PHL,summer
Aug,25.8,2005,Philippines,PHL,summer
Sep,25.5,2005,Philippines,PHL,autumn
Oct,25.9,2005,Philippines,PHL,autumn
Nov,25.9,2005,Philippines,PHL,autumn
Dec,24.6,2005,Philippines,PHL,winter
Jan,25.2,2006,Philippines,PHL,winter
Feb,25.2,2006,Philippines,PHL,winter
Mar,25.7,2006,Philippines,PHL,spring
Apr,26.7,2006,Philippines,PHL,spring
May,26.7,2006,Philippines,PHL,spring
Jun,26.5,2006,Philippines,PHL,summer
Jul,25.8,2006,Philippines,PHL,summer
Aug,25.6,2006,Philippines,PHL,summer
Sep,25.8,2006,Philippines,PHL,autumn
Oct,25.6,2006,Philippines,PHL,autumn
Nov,25.9,2006,Philippines,PHL,autumn
Dec,25.6,2006,Philippines,PHL,winter
Jan,24.9,2007,Philippines,PHL,winter
Feb,25.3,2007,Philippines,PHL,winter
Mar,25.8,2007,Philippines,PHL,spring
Apr,26.8,2007,Philippines,PHL,spring
May,27.1,2007,Philippines,PHL,spring
Jun,26.9,2007,Philippines,PHL,summer
Jul,26.4,2007,Philippines,PHL,summer
Aug,25.7,2007,Philippines,PHL,summer
Sep,25.6,2007,Philippines,PHL,autumn
Oct,25.7,2007,Philippines,PHL,autumn
Nov,24.8,2007,Philippines,PHL,autumn
Dec,25.1,2007,Philippines,PHL,winter
Jan,24.9,2008,Philippines,PHL,winter
Feb,24.0,2008,Philippines,PHL,winter
Mar,25.4,2008,Philippines,PHL,spring
Apr,26.3,2008,Philippines,PHL,spring
May,25.9,2008,Philippines,PHL,spring
Jun,26.0,2008,Philippines,PHL,summer
Jul,25.9,2008,Philippines,PHL,summer
Aug,25.6,2008,Philippines,PHL,summer
Sep,26.0,2008,Philippines,PHL,autumn
Oct,25.8,2008,Philippines,PHL,autumn
Nov,25.6,2008,Philippines,PHL,autumn
Dec,24.9,2008,Philippines,PHL,winter
Jan,24.1,2009,Philippines,PHL,winter
Feb,25.1,2009,Philippines,PHL,winter
Mar,26.0,2009,Philippines,PHL,spring
Apr,26.2,2009,Philippines,PHL,spring
May,26.3,2009,Philippines,PHL,spring
Jun,25.8,2009,Philippines,PHL,summer
Jul,25.5,2009,Philippines,PHL,summer
Aug,26.2,2009,Philippines,PHL,summer
Sep,25.9,2009,Philippines,PHL,autumn
Oct,25.6,2009,Philippines,PHL,autumn
Nov,25.4,2009,Philippines,PHL,autumn
Dec,24.5,2009,Philippines,PHL,winter
Jan,24.4,2010,Philippines,PHL,winter
Feb,25.2,2010,Philippines,PHL,winter
Mar,26.3,2010,Philippines,PHL,spring
Apr,26.4,2010,Philippines,PHL,spring
May,27.5,2010,Philippines,PHL,spring
