Rainfall - (MM), Year, Statistics, Country, ISO3
33.3, 1931, Nov Average, Canada, CAN
28.6, 1931, Dec Average, Canada, CAN
29.6, 1932, Jan Average, Canada, CAN
26.4, 1932, Feb Average, Canada, CAN
27.6, 1932, Mar Average, Canada, CAN
26.1, 1932, Apr Average, Canada, CAN
27.0, 1932, May Average, Canada, CAN
48.4, 1932, Jun Average, Canada, CAN
62.4, 1932, Jul Average, Canada, CAN
57.8, 1932, Aug Average, Canada, CAN
44.3, 1932, Sep Average, Canada, CAN
44.4, 1932, Oct Average, Canada, CAN
40.7, 1932, Nov Average, Canada, CAN
27.1, 1932, Dec Average, Canada, CAN
27.4, 1933, Jan Average, Canada, CAN
23.7, 1933, Feb Average, Canada, CAN
25.8, 1933, Mar Average, Canada, CAN
24.4, 1933, Apr Average, Canada, CAN
33.1, 1933, May Average, Canada, CAN
43.6, 1933, Jun Average, Canada, CAN
50.1, 1933, Jul Average, Canada, CAN
46.9, 1933, Aug Average, Canada, CAN
51.6, 1933, Sep Average, Canada, CAN
46.6, 1933, Oct Average, Canada, CAN
42.4, 1933, Nov Average, Canada, CAN
36.5, 1933, Dec Average, Canada, CAN
29.4, 1934, Jan Average, Canada, CAN
18.7, 1934, Feb Average, Canada, CAN
24.6, 1934, Mar Average, Canada, CAN
24.3, 1934, Apr Average, Canada, CAN
28.3, 1934, May Average, Canada, CAN
49.7, 1934, Jun Average, Canada, CAN
54.8, 1934, Jul Average, Canada, CAN
49.6, 1934, Aug Average, Canada, CAN
48.9, 1934, Sep Average, Canada, CAN
39.7, 1934, Oct Average, Canada, CAN
37.8, 1934, Nov Average, Canada, CAN
29.4, 1934, Dec Average, Canada, CAN
35.0, 1935, Jan Average, Canada, CAN
17.1, 1935, Feb Average, Canada, CAN
27.5, 1935, Mar Average, Canada, CAN
21.0, 1935, Apr Average, Canada, CAN
27.2, 1935, May Average, Canada, CAN
49.6, 1935, Jun Average, Canada, CAN
62.3, 1935, Jul Average, Canada, CAN
54.0, 1935, Aug Average, Canada, CAN
43.1, 1935, Sep Average, Canada, CAN
39.7, 1935, Oct Average, Canada, CAN
34.4, 1935, Nov Average, Canada, CAN
26.4, 1935, Dec Average, Canada, CAN
28.5, 1936, Jan Average, Canada, CAN
21.5, 1936, Feb Average, Canada, CAN
27.9, 1936, Mar Average, Canada, CAN
22.5, 1936, Apr Average, Canada, CAN
31.6, 1936, May Average, Canada, CAN
45.6, 1936, Jun Average, Canada, CAN
58.0, 1936, Jul Average, Canada, CAN
49.4, 1936, Aug Average, Canada, CAN
49.2, 1936, Sep Average, Canada, CAN
38.2, 1936, Oct Average, Canada, CAN
33.0, 1936, Nov Average, Canada, CAN
32.5, 1936, Dec Average, Canada, CAN
26.8, 1937, Jan Average, Canada, CAN
24.1, 1937, Feb Average, Canada, CAN
19.9, 1937, Mar Average, Canada, CAN
23.8, 1937, Apr Average, Canada, CAN
31.5, 1937, May Average, Canada, CAN
46.1, 1937, Jun Average, Canada, CAN
52.2, 1937, Jul Average, Canada, CAN
58.5, 1937, Aug Average, Canada, CAN
44.0, 1937, Sep Average, Canada, CAN
42.1, 1937, Oct Average, Canada, CAN
37.7, 1937, Nov Average, Canada, CAN
31.6, 1937, Dec Average, Canada, CAN
26.8, 1938, Jan Average, Canada, CAN
23.8, 1938, Feb Average, Canada, CAN
23.2, 1938, Mar Average, Canada, CAN
23.8, 1938, Apr Average, Canada, CAN
28.2, 1938, May Average, Canada, CAN
43.2, 1938, Jun Average, Canada, CAN
53.8, 1938, Jul Average, Canada, CAN
59.0, 1938, Aug Average, Canada, CAN
41.8, 1938, Sep Average, Canada, CAN
35.9, 1938, Oct Average, Canada, CAN
35.1, 1938, Nov Average, Canada, CAN
34.5, 1938, Dec Average, Canada, CAN
29.5, 1939, Jan Average, Canada, CAN
27.2, 1939, Feb Average, Canada, CAN
24.9, 1939, Mar Average, Canada, CAN
23.3, 1939, Apr Average, Canada, CAN
33.6, 1939, May Average, Canada, CAN
51.8, 1939, Jun Average, Canada, CAN
56.0, 1939, Jul Average, Canada, CAN
52.9, 1939, Aug Average, Canada, CAN
47.7, 1939, Sep Average, Canada, CAN
46.1, 1939, Oct Average, Canada, CAN
32.1, 1939, Nov Average, Canada, CAN
33.3, 1939, Dec Average, Canada, CAN
23.5, 1940, Jan Average, Canada, CAN
21.0, 1940, Feb Average, Canada, CAN
28.6, 1940, Mar Average, Canada, CAN
26.3, 1940, Apr Average, Canada, CAN
32.6, 1940, May Average, Canada, CAN
45.2, 1940, Jun Average, Canada, CAN
51.4, 1940, Jul Average, Canada, CAN
47.6, 1940, Aug Average, Canada, CAN
42.3, 1940, Sep Average, Canada, CAN
41.4, 1940, Oct Average, Canada, CAN
40.6, 1940, Nov Average, Canada, CAN
29.3, 1940, Dec Average, Canada, CAN
28.2, 1941, Jan Average, Canada, CAN
19.9, 1941, Feb Average, Canada, CAN
21.6, 1941, Mar Average, Canada, CAN
20.0, 1941, Apr Average, Canada, CAN
35.6, 1941, May Average, Canada, CAN
46.2, 1941, Jun Average, Canada, CAN
53.1, 1941, Jul Average, Canada, CAN
54.4, 1941, Aug Average, Canada, CAN
54.9, 1941, Sep Average, Canada, CAN
40.6, 1941, Oct Average, Canada, CAN
36.3, 1941, Nov Average, Canada, CAN
29.3, 1941, Dec Average, Canada, CAN
21.4, 1942, Jan Average, Canada, CAN
22.3, 1942, Feb Average, Canada, CAN
27.1, 1942, Mar Average, Canada, CAN
22.3, 1942, Apr Average, Canada, CAN
30.7, 1942, May Average, Canada, CAN
48.5, 1942, Jun Average, Canada, CAN
58.6, 1942, Jul Average, Canada, CAN
50.9, 1942, Aug Average, Canada, CAN
45.1, 1942, Sep Average, Canada, CAN
36.4, 1942, Oct Average, Canada, CAN
37.9, 1942, Nov Average, Canada, CAN
31.6, 1942, Dec Average, Canada, CAN
23.4, 1943, Jan Average, Canada, CAN
23.5, 1943, Feb Average, Canada, CAN
26.0, 1943, Mar Average, Canada, CAN
21.1, 1943, Apr Average, Canada, CAN
31.3, 1943, May Average, Canada, CAN
46.2, 1943, Jun Average, Canada, CAN
56.7, 1943, Jul Average, Canada, CAN
56.8, 1943, Aug Average, Canada, CAN
40.3, 1943, Sep Average, Canada, CAN
36.5, 1943, Oct Average, Canada, CAN
27.6, 1943, Nov Average, Canada, CAN
23.2, 1943, Dec Average, Canada, CAN
20.5, 1944, Jan Average, Canada, CAN
22.4, 1944, Feb Average, Canada, CAN
27.4, 1944, Mar Average, Canada, CAN
17.9, 1944, Apr Average, Canada, CAN
30.9, 1944, May Average, Canada, CAN
50.5, 1944, Jun Average, Canada, CAN
57.3, 1944, Jul Average, Canada, CAN
54.5, 1944, Aug Average, Canada, CAN
45.8, 1944, Sep Average, Canada, CAN
35.2, 1944, Oct Average, Canada, CAN
36.5, 1944, Nov Average, Canada, CAN
25.2, 1944, Dec Average, Canada, CAN
27.1, 1945, Jan Average, Canada, CAN
22.3, 1945, Feb Average, Canada, CAN
23.7, 1945, Mar Average, Canada, CAN
26.3, 1945, Apr Average, Canada, CAN
29.0, 1945, May Average, Canada, CAN
43.4, 1945, Jun Average, Canada, CAN
51.4, 1945, Jul Average, Canada, CAN
46.2, 1945, Aug Average, Canada, CAN
53.0, 1945, Sep Average, Canada, CAN
39.9, 1945, Oct Average, Canada, CAN
39.3, 1945, Nov Average, Canada, CAN
28.0, 1945, Dec Average, Canada, CAN
28.7, 1946, Jan Average, Canada, CAN
25.1, 1946, Feb Average, Canada, CAN
22.2, 1946, Mar Average, Canada, CAN
23.4, 1946, Apr Average, Canada, CAN
27.8, 1946, May Average, Canada, CAN
40.9, 1946, Jun Average, Canada, CAN
53.9, 1946, Jul Average, Canada, CAN
50.7, 1946, Aug Average, Canada, CAN
46.0, 1946, Sep Average, Canada, CAN
39.6, 1946, Oct Average, Canada, CAN
33.4, 1946, Nov Average, Canada, CAN
33.3, 1946, Dec Average, Canada, CAN
29.0, 1947, Jan Average, Canada, CAN
27.3, 1947, Feb Average, Canada, CAN
21.2, 1947, Mar Average, Canada, CAN
24.4, 1947, Apr Average, Canada, CAN
31.3, 1947, May Average, Canada, CAN
48.4, 1947, Jun Average, Canada, CAN
51.1, 1947, Jul Average, Canada, CAN
58.4, 1947, Aug Average, Canada, CAN
48.9, 1947, Sep Average, Canada, CAN
35.6, 1947, Oct Average, Canada, CAN
34.0, 1947, Nov Average, Canada, CAN
30.9, 1947, Dec Average, Canada, CAN
23.2, 1948, Jan Average, Canada, CAN
26.3, 1948, Feb Average, Canada, CAN
23.7, 1948, Mar Average, Canada, CAN
28.2, 1948, Apr Average, Canada, CAN
30.4, 1948, May Average, Canada, CAN
40.7, 1948, Jun Average, Canada, CAN
63.2, 1948, Jul Average, Canada, CAN
55.0, 1948, Aug Average, Canada, CAN
40.5, 1948, Sep Average, Canada, CAN
31.8, 1948, Oct Average, Canada, CAN
38.7, 1948, Nov Average, Canada, CAN
28.0, 1948, Dec Average, Canada, CAN
27.6, 1949, Jan Average, Canada, CAN
23.5, 1949, Feb Average, Canada, CAN
24.3, 1949, Mar Average, Canada, CAN
22.4, 1949, Apr Average, Canada, CAN
28.8, 1949, May Average, Canada, CAN
46.9, 1949, Jun Average, Canada, CAN
54.7, 1949, Jul Average, Canada, CAN
52.9, 1949, Aug Average, Canada, CAN
43.3, 1949, Sep Average, Canada, CAN
38.8, 1949, Oct Average, Canada, CAN
36.7, 1949, Nov Average, Canada, CAN
32.9, 1949, Dec Average, Canada, CAN
27.0, 1950, Jan Average, Canada, CAN
26.0, 1950, Feb Average, Canada, CAN
23.5, 1950, Mar Average, Canada, CAN
24.1, 1950, Apr Average, Canada, CAN
26.3, 1950, May Average, Canada, CAN
45.4, 1950, Jun Average, Canada, CAN
56.5, 1950, Jul Average, Canada, CAN
50.7, 1950, Aug Average, Canada, CAN
36.0, 1950, Sep Average, Canada, CAN
43.5, 1950, Oct Average, Canada, CAN
47.3, 1950, Nov Average, Canada, CAN
34.1, 1950, Dec Average, Canada, CAN
27.4, 1951, Jan Average, Canada, CAN
26.3, 1951, Feb Average, Canada, CAN
28.3, 1951, Mar Average, Canada, CAN
25.9, 1951, Apr Average, Canada, CAN
32.9, 1951, May Average, Canada, CAN
45.5, 1951, Jun Average, Canada, CAN
54.3, 1951, Jul Average, Canada, CAN
53.0, 1951, Aug Average, Canada, CAN
43.9, 1951, Sep Average, Canada, CAN
45.1, 1951, Oct Average, Canada, CAN
36.8, 1951, Nov Average, Canada, CAN
29.4, 1951, Dec Average, Canada, CAN
32.4, 1952, Jan Average, Canada, CAN
25.1, 1952, Feb Average, Canada, CAN
25.9, 1952, Mar Average, Canada, CAN
21.8, 1952, Apr Average, Canada, CAN
28.3, 1952, May Average, Canada, CAN
51.8, 1952, Jun Average, Canada, CAN
59.5, 1952, Jul Average, Canada, CAN
60.3, 1952, Aug Average, Canada, CAN
42.8, 1952, Sep Average, Canada, CAN
31.5, 1952, Oct Average, Canada, CAN
28.3, 1952, Nov Average, Canada, CAN
26.3, 1952, Dec Average, Canada, CAN
33.6, 1953, Jan Average, Canada, CAN
23.5, 1953, Feb Average, Canada, CAN
28.6, 1953, Mar Average, Canada, CAN
26.6, 1953, Apr Average, Canada, CAN
29.4, 1953, May Average, Canada, CAN
48.9, 1953, Jun Average, Canada, CAN
57.3, 1953, Jul Average, Canada, CAN
52.7, 1953, Aug Average, Canada, CAN
48.7, 1953, Sep Average, Canada, CAN
32.1, 1953, Oct Average, Canada, CAN
32.9, 1953, Nov Average, Canada, CAN
34.1, 1953, Dec Average, Canada, CAN
28.9, 1954, Jan Average, Canada, CAN
27.4, 1954, Feb Average, Canada, CAN
