tasmax, Year, Statistics, Country, ISO3
30.3, 1919, Jun Average, Philippines, PHL
29.0, 1919, Jul Average, Philippines, PHL
28.5, 1919, Aug Average, Philippines, PHL
28.7, 1919, Sep Average, Philippines, PHL
29.1, 1919, Oct Average, Philippines, PHL
28.7, 1919, Nov Average, Philippines, PHL
28.5, 1919, Dec Average, Philippines, PHL
28.1, 1920, Jan Average, Philippines, PHL
29.4, 1920, Feb Average, Philippines, PHL
30.2, 1920, Mar Average, Philippines, PHL
30.9, 1920, Apr Average, Philippines, PHL
30.8, 1920, May Average, Philippines, PHL
30.1, 1920, Jun Average, Philippines, PHL
28.6, 1920, Jul Average, Philippines, PHL
29.7, 1920, Aug Average, Philippines, PHL
28.9, 1920, Sep Average, Philippines, PHL
29.2, 1920, Oct Average, Philippines, PHL
29.0, 1920, Nov Average, Philippines, PHL
28.7, 1920, Dec Average, Philippines, PHL
28.5, 1921, Jan Average, Philippines, PHL
28.4, 1921, Feb Average, Philippines, PHL
29.8, 1921, Mar Average, Philippines, PHL
30.6, 1921, Apr Average, Philippines, PHL
31.2, 1921, May Average, Philippines, PHL
29.8, 1921, Jun Average, Philippines, PHL
29.1, 1921, Jul Average, Philippines, PHL
28.6, 1921, Aug Average, Philippines, PHL
28.7, 1921, Sep Average, Philippines, PHL
29.0, 1921, Oct Average, Philippines, PHL
28.3, 1921, Nov Average, Philippines, PHL
28.4, 1921, Dec Average, Philippines, PHL
28.8, 1922, Jan Average, Philippines, PHL
29.0, 1922, Feb Average, Philippines, PHL
29.8, 1922, Mar Average, Philippines, PHL
31.4, 1922, Apr Average, Philippines, PHL
31.1, 1922, May Average, Philippines, PHL
30.3, 1922, Jun Average, Philippines, PHL
28.6, 1922, Jul Average, Philippines, PHL
29.1, 1922, Aug Average, Philippines, PHL
28.7, 1922, Sep Average, Philippines, PHL
29.4, 1922, Oct Average, Philippines, PHL
28.8, 1922, Nov Average, Philippines, PHL
28.4, 1922, Dec Average, Philippines, PHL
28.0, 1923, Jan Average, Philippines, PHL
28.5, 1923, Feb Average, Philippines, PHL
29.3, 1923, Mar Average, Philippines, PHL
30.9, 1923, Apr Average, Philippines, PHL
30.5, 1923, May Average, Philippines, PHL
29.2, 1923, Jun Average, Philippines, PHL
29.1, 1923, Jul Average, Philippines, PHL
28.6, 1923, Aug Average, Philippines, PHL
28.8, 1923, Sep Average, Philippines, PHL
29.1, 1923, Oct Average, Philippines, PHL
28.7, 1923, Nov Average, Philippines, PHL
28.9, 1923, Dec Average, Philippines, PHL
28.8, 1924, Jan Average, Philippines, PHL
29.0, 1924, Feb Average, Philippines, PHL
29.6, 1924, Mar Average, Philippines, PHL
31.5, 1924, Apr Average, Philippines, PHL
31.5, 1924, May Average, Philippines, PHL
29.9, 1924, Jun Average, Philippines, PHL
28.9, 1924, Jul Average, Philippines, PHL
29.1, 1924, Aug Average, Philippines, PHL
29.6, 1924, Sep Average, Philippines, PHL
29.0, 1924, Oct Average, Philippines, PHL
28.3, 1924, Nov Average, Philippines, PHL
27.3, 1924, Dec Average, Philippines, PHL
28.9, 1925, Jan Average, Philippines, PHL
27.8, 1925, Feb Average, Philippines, PHL
29.2, 1925, Mar Average, Philippines, PHL
30.1, 1925, Apr Average, Philippines, PHL
30.9, 1925, May Average, Philippines, PHL
29.4, 1925, Jun Average, Philippines, PHL
28.7, 1925, Jul Average, Philippines, PHL
29.4, 1925, Aug Average, Philippines, PHL
28.9, 1925, Sep Average, Philippines, PHL
28.7, 1925, Oct Average, Philippines, PHL
28.9, 1925, Nov Average, Philippines, PHL
27.9, 1925, Dec Average, Philippines, PHL
27.9, 1926, Jan Average, Philippines, PHL
28.9, 1926, Feb Average, Philippines, PHL
30.0, 1926, Mar Average, Philippines, PHL
31.4, 1926, Apr Average, Philippines, PHL
31.6, 1926, May Average, Philippines, PHL
29.7, 1926, Jun Average, Philippines, PHL
29.1, 1926, Jul Average, Philippines, PHL
29.0, 1926, Aug Average, Philippines, PHL
29.2, 1926, Sep Average, Philippines, PHL
28.9, 1926, Oct Average, Philippines, PHL
28.7, 1926, Nov Average, Philippines, PHL
28.0, 1926, Dec Average, Philippines, PHL
28.0, 1927, Jan Average, Philippines, PHL
29.1, 1927, Feb Average, Philippines, PHL
30.1, 1927, Mar Average, Philippines, PHL
31.0, 1927, Apr Average, Philippines, PHL
31.0, 1927, May Average, Philippines, PHL
30.0, 1927, Jun Average, Philippines, PHL
29.0, 1927, Jul Average, Philippines, PHL
28.9, 1927, Aug Average, Philippines, PHL
29.8, 1927, Sep Average, Philippines, PHL
29.1, 1927, Oct Average, Philippines, PHL
29.0, 1927, Nov Average, Philippines, PHL
29.0, 1927, Dec Average, Philippines, PHL
29.2, 1928, Jan Average, Philippines, PHL
28.7, 1928, Feb Average, Philippines, PHL
30.3, 1928, Mar Average, Philippines, PHL
30.7, 1928, Apr Average, Philippines, PHL
31.3, 1928, May Average, Philippines, PHL
29.7, 1928, Jun Average, Philippines, PHL
29.2, 1928, Jul Average, Philippines, PHL
29.8, 1928, Aug Average, Philippines, PHL
28.9, 1928, Sep Average, Philippines, PHL
28.9, 1928, Oct Average, Philippines, PHL
29.1, 1928, Nov Average, Philippines, PHL
28.7, 1928, Dec Average, Philippines, PHL
27.8, 1929, Jan Average, Philippines, PHL
28.8, 1929, Feb Average, Philippines, PHL
29.0, 1929, Mar Average, Philippines, PHL
30.5, 1929, Apr Average, Philippines, PHL
31.1, 1929, May Average, Philippines, PHL
30.5, 1929, Jun Average, Philippines, PHL
28.5, 1929, Jul Average, Philippines, PHL
28.5, 1929, Aug Average, Philippines, PHL
29.3, 1929, Sep Average, Philippines, PHL
28.8, 1929, Oct Average, Philippines, PHL
28.6, 1929, Nov Average, Philippines, PHL
28.9, 1929, Dec Average, Philippines, PHL
28.9, 1930, Jan Average, Philippines, PHL
28.9, 1930, Feb Average, Philippines, PHL
30.3, 1930, Mar Average, Philippines, PHL
31.2, 1930, Apr Average, Philippines, PHL
30.5, 1930, May Average, Philippines, PHL
30.0, 1930, Jun Average, Philippines, PHL
29.0, 1930, Jul Average, Philippines, PHL
29.3, 1930, Aug Average, Philippines, PHL
29.9, 1930, Sep Average, Philippines, PHL
30.3, 1930, Oct Average, Philippines, PHL
29.5, 1930, Nov Average, Philippines, PHL
28.6, 1930, Dec Average, Philippines, PHL
29.2, 1931, Jan Average, Philippines, PHL
30.2, 1931, Feb Average, Philippines, PHL
30.8, 1931, Mar Average, Philippines, PHL
31.9, 1931, Apr Average, Philippines, PHL
32.0, 1931, May Average, Philippines, PHL
30.9, 1931, Jun Average, Philippines, PHL
30.0, 1931, Jul Average, Philippines, PHL
29.1, 1931, Aug Average, Philippines, PHL
29.6, 1931, Sep Average, Philippines, PHL
29.0, 1931, Oct Average, Philippines, PHL
29.1, 1931, Nov Average, Philippines, PHL
28.6, 1931, Dec Average, Philippines, PHL
27.5, 1932, Jan Average, Philippines, PHL
28.2, 1932, Feb Average, Philippines, PHL
29.3, 1932, Mar Average, Philippines, PHL
31.3, 1932, Apr Average, Philippines, PHL
31.1, 1932, May Average, Philippines, PHL
30.2, 1932, Jun Average, Philippines, PHL
29.0, 1932, Jul Average, Philippines, PHL
29.8, 1932, Aug Average, Philippines, PHL
29.2, 1932, Sep Average, Philippines, PHL
29.4, 1932, Oct Average, Philippines, PHL
28.8, 1932, Nov Average, Philippines, PHL
28.3, 1932, Dec Average, Philippines, PHL
28.4, 1933, Jan Average, Philippines, PHL
29.0, 1933, Feb Average, Philippines, PHL
29.8, 1933, Mar Average, Philippines, PHL
31.5, 1933, Apr Average, Philippines, PHL
31.7, 1933, May Average, Philippines, PHL
30.2, 1933, Jun Average, Philippines, PHL
29.2, 1933, Jul Average, Philippines, PHL
29.5, 1933, Aug Average, Philippines, PHL
29.5, 1933, Sep Average, Philippines, PHL
28.9, 1933, Oct Average, Philippines, PHL
28.7, 1933, Nov Average, Philippines, PHL
28.1, 1933, Dec Average, Philippines, PHL
27.7, 1934, Jan Average, Philippines, PHL
27.3, 1934, Feb Average, Philippines, PHL
29.2, 1934, Mar Average, Philippines, PHL
30.1, 1934, Apr Average, Philippines, PHL
29.9, 1934, May Average, Philippines, PHL
30.1, 1934, Jun Average, Philippines, PHL
29.0, 1934, Jul Average, Philippines, PHL
29.4, 1934, Aug Average, Philippines, PHL
28.7, 1934, Sep Average, Philippines, PHL
29.2, 1934, Oct Average, Philippines, PHL
28.8, 1934, Nov Average, Philippines, PHL
28.1, 1934, Dec Average, Philippines, PHL
28.5, 1935, Jan Average, Philippines, PHL
28.9, 1935, Feb Average, Philippines, PHL
30.1, 1935, Mar Average, Philippines, PHL
31.0, 1935, Apr Average, Philippines, PHL
30.8, 1935, May Average, Philippines, PHL
30.3, 1935, Jun Average, Philippines, PHL
29.3, 1935, Jul Average, Philippines, PHL
29.4, 1935, Aug Average, Philippines, PHL
28.8, 1935, Sep Average, Philippines, PHL
29.7, 1935, Oct Average, Philippines, PHL
28.9, 1935, Nov Average, Philippines, PHL
28.5, 1935, Dec Average, Philippines, PHL
28.2, 1936, Jan Average, Philippines, PHL
29.4, 1936, Feb Average, Philippines, PHL
29.7, 1936, Mar Average, Philippines, PHL
30.8, 1936, Apr Average, Philippines, PHL
31.3, 1936, May Average, Philippines, PHL
30.3, 1936, Jun Average, Philippines, PHL
29.0, 1936, Jul Average, Philippines, PHL
29.0, 1936, Aug Average, Philippines, PHL
29.2, 1936, Sep Average, Philippines, PHL
29.1, 1936, Oct Average, Philippines, PHL
29.1, 1936, Nov Average, Philippines, PHL
29.5, 1936, Dec Average, Philippines, PHL
29.3, 1937, Jan Average, Philippines, PHL
29.6, 1937, Feb Average, Philippines, PHL
30.7, 1937, Mar Average, Philippines, PHL
31.5, 1937, Apr Average, Philippines, PHL
31.2, 1937, May Average, Philippines, PHL
30.6, 1937, Jun Average, Philippines, PHL
29.1, 1937, Jul Average, Philippines, PHL
29.2, 1937, Aug Average, Philippines, PHL
29.5, 1937, Sep Average, Philippines, PHL
29.0, 1937, Oct Average, Philippines, PHL
29.4, 1937, Nov Average, Philippines, PHL
29.3, 1937, Dec Average, Philippines, PHL
28.7, 1938, Jan Average, Philippines, PHL
29.0, 1938, Feb Average, Philippines, PHL
30.3, 1938, Mar Average, Philippines, PHL
30.4, 1938, Apr Average, Philippines, PHL
30.6, 1938, May Average, Philippines, PHL
29.8, 1938, Jun Average, Philippines, PHL
29.5, 1938, Jul Average, Philippines, PHL
30.2, 1938, Aug Average, Philippines, PHL
29.9, 1938, Sep Average, Philippines, PHL
29.3, 1938, Oct Average, Philippines, PHL
28.7, 1938, Nov Average, Philippines, PHL
28.6, 1938, Dec Average, Philippines, PHL
28.3, 1939, Jan Average, Philippines, PHL
28.3, 1939, Feb Average, Philippines, PHL
30.0, 1939, Mar Average, Philippines, PHL
31.0, 1939, Apr Average, Philippines, PHL
30.4, 1939, May Average, Philippines, PHL
30.4, 1939, Jun Average, Philippines, PHL
29.4, 1939, Jul Average, Philippines, PHL
29.5, 1939, Aug Average, Philippines, PHL
29.6, 1939, Sep Average, Philippines, PHL
29.4, 1939, Oct Average, Philippines, PHL
29.1, 1939, Nov Average, Philippines, PHL
27.4, 1939, Dec Average, Philippines, PHL
28.2, 1940, Jan Average, Philippines, PHL
28.4, 1940, Feb Average, Philippines, PHL
30.0, 1940, Mar Average, Philippines, PHL
31.2, 1940, Apr Average, Philippines, PHL
31.6, 1940, May Average, Philippines, PHL
30.5, 1940, Jun Average, Philippines, PHL
29.5, 1940, Jul Average, Philippines, PHL
29.3, 1940, Aug Average, Philippines, PHL
29.6, 1940, Sep Average, Philippines, PHL
29.8, 1940, Oct Average, Philippines, PHL
29.6, 1940, Nov Average, Philippines, PHL
28.9, 1940, Dec Average, Philippines, PHL
28.8, 1941, Jan Average, Philippines, PHL
29.2, 1941, Feb Average, Philippines, PHL
30.0, 1941, Mar Average, Philippines, PHL
30.9, 1941, Apr Average, Philippines, PHL
31.3, 1941, May Average, Philippines, PHL
30.3, 1941, Jun Average, Philippines, PHL
29.7, 1941, Jul Average, Philippines, PHL
29.8, 1941, Aug Average, Philippines, PHL
29.7, 1941, Sep Average, Philippines, PHL
29.7, 1941, Oct Average, Philippines, PHL
29.5, 1941, Nov Average, Philippines, PHL
29.1, 1941, Dec Average, Philippines, PHL
28.4, 1942, Jan Average, Philippines, PHL
29.3, 1942, Feb Average, Philippines, PHL
30.5, 1942, Mar Average, Philippines, PHL
31.2, 1942, Apr Average, Philippines, PHL
31.3, 1942, May Average, Philippines, PHL
30.3, 1942, Jun Average, Philippines, PHL
29.5, 1942, Jul Average, Philippines, PHL
29.6, 1942, Aug Average, Philippines, PHL
29.6, 1942, Sep Average, Philippines, PHL
29.7, 1942, Oct Average, Philippines, PHL
29.3, 1942, Nov Average, Philippines, PHL
28.7, 1942, Dec Average, Philippines, PHL
28.2, 1943, Jan Average, Philippines, PHL
28.8, 1943, Feb Average, Philippines, PHL
30.1, 1943, Mar Average, Philippines, PHL
30.8, 1943, Apr Average, Philippines, PHL
31.2, 1943, May Average, Philippines, PHL
30.0, 1943, Jun Average, Philippines, PHL
29.4, 1943, Jul Average, Philippines, PHL
29.4, 1943, Aug Average, Philippines, PHL
29.8, 1943, Sep Average, Philippines, PHL
29.5, 1943, Oct Average, Philippines, PHL
29.4, 1943, Nov Average, Philippines, PHL
28.8, 1943, Dec Average, Philippines, PHL
28.7, 1944, Jan Average, Philippines, PHL
28.9, 1944, Feb Average, Philippines, PHL
29.6, 1944, Mar Average, Philippines, PHL
31.0, 1944, Apr Average, Philippines, PHL
31.3, 1944, May Average, Philippines, PHL
30.1, 1944, Jun Average, Philippines, PHL
29.5, 1944, Jul Average, Philippines, PHL
29.4, 1944, Aug Average, Philippines, PHL
29.8, 1944, Sep Average, Philippines, PHL
29.8, 1944, Oct Average, Philippines, PHL
29.6, 1944, Nov Average, Philippines, PHL
28.6, 1944, Dec Average, Philippines, PHL
28.4, 1945, Jan Average, Philippines, PHL
28.6, 1945, Feb Average, Philippines, PHL
29.9, 1945, Mar Average, Philippines, PHL
30.8, 1945, Apr Average, Philippines, PHL
30.7, 1945, May Average, Philippines, PHL
30.0, 1945, Jun Average, Philippines, PHL
29.5, 1945, Jul Average, Philippines, PHL
29.4, 1945, Aug Average, Philippines, PHL
29.6, 1945, Sep Average, Philippines, PHL
29.2, 1945, Oct Average, Philippines, PHL
29.7, 1945, Nov Average, Philippines, PHL
28.8, 1945, Dec Average, Philippines, PHL
28.4, 1946, Jan Average, Philippines, PHL
29.4, 1946, Feb Average, Philippines, PHL
30.4, 1946, Mar Average, Philippines, PHL
31.5, 1946, Apr Average, Philippines, PHL
31.9, 1946, May Average, Philippines, PHL
30.4, 1946, Jun Average, Philippines, PHL
29.4, 1946, Jul Average, Philippines, PHL
29.6, 1946, Aug Average, Philippines, PHL
29.5, 1946, Sep Average, Philippines, PHL
29.7, 1946, Oct Average, Philippines, PHL
30.0, 1946, Nov Average, Philippines, PHL
29.5, 1946, Dec Average, Philippines, PHL
29.9, 1947, Jan Average, Philippines, PHL
29.1, 1947, Feb Average, Philippines, PHL
30.4, 1947, Mar Average, Philippines, PHL
31.6, 1947, Apr Average, Philippines, PHL
31.5, 1947, May Average, Philippines, PHL
30.6, 1947, Jun Average, Philippines, PHL
30.0, 1947, Jul Average, Philippines, PHL
29.8, 1947, Aug Average, Philippines, PHL
30.1, 1947, Sep Average, Philippines, PHL
29.9, 1947, Oct Average, Philippines, PHL
29.2, 1947, Nov Average, Philippines, PHL
29.3, 1947, Dec Average, Philippines, PHL
28.5, 1948, Jan Average, Philippines, PHL
29.6, 1948, Feb Average, Philippines, PHL
30.1, 1948, Mar Average, Philippines, PHL
31.7, 1948, Apr Average, Philippines, PHL
31.8, 1948, May Average, Philippines, PHL
30.8, 1948, Jun Average, Philippines, PHL
29.8, 1948, Jul Average, Philippines, PHL
29.7, 1948, Aug Average, Philippines, PHL
29.4, 1948, Sep Average, Philippines, PHL
29.6, 1948, Oct Average, Philippines, PHL
28.6, 1948, Nov Average, Philippines, PHL
29.2, 1948, Dec Average, Philippines, PHL
27.8, 1949, Jan Average, Philippines, PHL
28.8, 1949, Feb Average, Philippines, PHL
29.3, 1949, Mar Average, Philippines, PHL
30.5, 1949, Apr Average, Philippines, PHL
31.3, 1949, May Average, Philippines, PHL
30.5, 1949, Jun Average, Philippines, PHL
29.6, 1949, Jul Average, Philippines, PHL
29.6, 1949, Aug Average, Philippines, PHL
29.6, 1949, Sep Average, Philippines, PHL
29.3, 1949, Oct Average, Philippines, PHL
28.9, 1949, Nov Average, Philippines, PHL
28.7, 1949, Dec Average, Philippines, PHL
28.6, 1950, Jan Average, Philippines, PHL
28.9, 1950, Feb Average, Philippines, PHL
29.6, 1950, Mar Average, Philippines, PHL
30.9, 1950, Apr Average, Philippines, PHL
31.0, 1950, May Average, Philippines, PHL
29.9, 1950, Jun Average, Philippines, PHL
29.3, 1950, Jul Average, Philippines, PHL
29.7, 1950, Aug Average, Philippines, PHL
29.6, 1950, Sep Average, Philippines, PHL
29.2, 1950, Oct Average, Philippines, PHL
29.1, 1950, Nov Average, Philippines, PHL
27.9, 1950, Dec Average, Philippines, PHL
28.8, 1951, Jan Average, Philippines, PHL
29.0, 1951, Feb Average, Philippines, PHL
30.1, 1951, Mar Average, Philippines, PHL
31.2, 1951, Apr Average, Philippines, PHL
30.5, 1951, May Average, Philippines, PHL
29.9, 1951, Jun Average, Philippines, PHL
29.8, 1951, Jul Average, Philippines, PHL
29.5, 1951, Aug Average, Philippines, PHL
29.6, 1951, Sep Average, Philippines, PHL
30.1, 1951, Oct Average, Philippines, PHL
29.4, 1951, Nov Average, Philippines, PHL
