Rainfall - (MM), Year, Statistics, Country, ISO3
215.8, 1907, Oct Average, Philippines, PHL
159.2, 1907, Nov Average, Philippines, PHL
255.7, 1907, Dec Average, Philippines, PHL
128.7, 1908, Jan Average, Philippines, PHL
176.7, 1908, Feb Average, Philippines, PHL
115.4, 1908, Mar Average, Philippines, PHL
76.4, 1908, Apr Average, Philippines, PHL
263.8, 1908, May Average, Philippines, PHL
285.8, 1908, Jun Average, Philippines, PHL
299.5, 1908, Jul Average, Philippines, PHL
267.6, 1908, Aug Average, Philippines, PHL
319.0, 1908, Sep Average, Philippines, PHL
306.7, 1908, Oct Average, Philippines, PHL
346.7, 1908, Nov Average, Philippines, PHL
311.0, 1908, Dec Average, Philippines, PHL
105.9, 1909, Jan Average, Philippines, PHL
107.5, 1909, Feb Average, Philippines, PHL
139.2, 1909, Mar Average, Philippines, PHL
63.3, 1909, Apr Average, Philippines, PHL
179.2, 1909, May Average, Philippines, PHL
228.0, 1909, Jun Average, Philippines, PHL
364.4, 1909, Jul Average, Philippines, PHL
204.2, 1909, Aug Average, Philippines, PHL
311.2, 1909, Sep Average, Philippines, PHL
319.1, 1909, Oct Average, Philippines, PHL
301.5, 1909, Nov Average, Philippines, PHL
286.9, 1909, Dec Average, Philippines, PHL
145.9, 1910, Jan Average, Philippines, PHL
166.9, 1910, Feb Average, Philippines, PHL
139.1, 1910, Mar Average, Philippines, PHL
188.6, 1910, Apr Average, Philippines, PHL
232.7, 1910, May Average, Philippines, PHL
252.7, 1910, Jun Average, Philippines, PHL
153.3, 1910, Jul Average, Philippines, PHL
331.1, 1910, Aug Average, Philippines, PHL
352.6, 1910, Sep Average, Philippines, PHL
261.0, 1910, Oct Average, Philippines, PHL
327.5, 1910, Nov Average, Philippines, PHL
261.6, 1910, Dec Average, Philippines, PHL
70.0, 1911, Jan Average, Philippines, PHL
132.9, 1911, Feb Average, Philippines, PHL
83.1, 1911, Mar Average, Philippines, PHL
161.2, 1911, Apr Average, Philippines, PHL
168.7, 1911, May Average, Philippines, PHL
264.2, 1911, Jun Average, Philippines, PHL
438.2, 1911, Jul Average, Philippines, PHL
370.1, 1911, Aug Average, Philippines, PHL
314.2, 1911, Sep Average, Philippines, PHL
196.3, 1911, Oct Average, Philippines, PHL
66.2, 1911, Nov Average, Philippines, PHL
161.5, 1911, Dec Average, Philippines, PHL
87.0, 1912, Jan Average, Philippines, PHL
87.4, 1912, Feb Average, Philippines, PHL
25.9, 1912, Mar Average, Philippines, PHL
58.8, 1912, Apr Average, Philippines, PHL
72.0, 1912, May Average, Philippines, PHL
168.5, 1912, Jun Average, Philippines, PHL
327.3, 1912, Jul Average, Philippines, PHL
324.7, 1912, Aug Average, Philippines, PHL
307.2, 1912, Sep Average, Philippines, PHL
339.1, 1912, Oct Average, Philippines, PHL
261.2, 1912, Nov Average, Philippines, PHL
123.8, 1912, Dec Average, Philippines, PHL
136.3, 1913, Jan Average, Philippines, PHL
85.4, 1913, Feb Average, Philippines, PHL
61.1, 1913, Mar Average, Philippines, PHL
107.6, 1913, Apr Average, Philippines, PHL
180.8, 1913, May Average, Philippines, PHL
254.5, 1913, Jun Average, Philippines, PHL
391.3, 1913, Jul Average, Philippines, PHL
310.7, 1913, Aug Average, Philippines, PHL
222.1, 1913, Sep Average, Philippines, PHL
264.3, 1913, Oct Average, Philippines, PHL
140.8, 1913, Nov Average, Philippines, PHL
167.1, 1913, Dec Average, Philippines, PHL
70.0, 1914, Jan Average, Philippines, PHL
28.1, 1914, Feb Average, Philippines, PHL
78.1, 1914, Mar Average, Philippines, PHL
81.4, 1914, Apr Average, Philippines, PHL
175.0, 1914, May Average, Philippines, PHL
413.6, 1914, Jun Average, Philippines, PHL
229.5, 1914, Jul Average, Philippines, PHL
366.4, 1914, Aug Average, Philippines, PHL
281.5, 1914, Sep Average, Philippines, PHL
161.6, 1914, Oct Average, Philippines, PHL
102.6, 1914, Nov Average, Philippines, PHL
104.8, 1914, Dec Average, Philippines, PHL
86.9, 1915, Jan Average, Philippines, PHL
22.8, 1915, Feb Average, Philippines, PHL
46.4, 1915, Mar Average, Philippines, PHL
49.8, 1915, Apr Average, Philippines, PHL
175.3, 1915, May Average, Philippines, PHL
261.9, 1915, Jun Average, Philippines, PHL
262.6, 1915, Jul Average, Philippines, PHL
265.0, 1915, Aug Average, Philippines, PHL
225.9, 1915, Sep Average, Philippines, PHL
366.9, 1915, Oct Average, Philippines, PHL
264.4, 1915, Nov Average, Philippines, PHL
293.9, 1915, Dec Average, Philippines, PHL
298.1, 1916, Jan Average, Philippines, PHL
158.6, 1916, Feb Average, Philippines, PHL
127.6, 1916, Mar Average, Philippines, PHL
106.4, 1916, Apr Average, Philippines, PHL
219.3, 1916, May Average, Philippines, PHL
281.7, 1916, Jun Average, Philippines, PHL
248.4, 1916, Jul Average, Philippines, PHL
264.6, 1916, Aug Average, Philippines, PHL
370.1, 1916, Sep Average, Philippines, PHL
333.8, 1916, Oct Average, Philippines, PHL
200.5, 1916, Nov Average, Philippines, PHL
243.7, 1916, Dec Average, Philippines, PHL
188.6, 1917, Jan Average, Philippines, PHL
114.1, 1917, Feb Average, Philippines, PHL
129.3, 1917, Mar Average, Philippines, PHL
100.9, 1917, Apr Average, Philippines, PHL
224.3, 1917, May Average, Philippines, PHL
327.0, 1917, Jun Average, Philippines, PHL
298.9, 1917, Jul Average, Philippines, PHL
259.3, 1917, Aug Average, Philippines, PHL
288.9, 1917, Sep Average, Philippines, PHL
311.9, 1917, Oct Average, Philippines, PHL
282.1, 1917, Nov Average, Philippines, PHL
196.9, 1917, Dec Average, Philippines, PHL
214.1, 1918, Jan Average, Philippines, PHL
134.4, 1918, Feb Average, Philippines, PHL
148.4, 1918, Mar Average, Philippines, PHL
102.6, 1918, Apr Average, Philippines, PHL
158.9, 1918, May Average, Philippines, PHL
440.0, 1918, Jun Average, Philippines, PHL
211.6, 1918, Jul Average, Philippines, PHL
310.6, 1918, Aug Average, Philippines, PHL
199.3, 1918, Sep Average, Philippines, PHL
294.3, 1918, Oct Average, Philippines, PHL
112.1, 1918, Nov Average, Philippines, PHL
150.6, 1918, Dec Average, Philippines, PHL
59.7, 1919, Jan Average, Philippines, PHL
61.2, 1919, Feb Average, Philippines, PHL
51.7, 1919, Mar Average, Philippines, PHL
54.6, 1919, Apr Average, Philippines, PHL
170.2, 1919, May Average, Philippines, PHL
220.2, 1919, Jun Average, Philippines, PHL
541.0, 1919, Jul Average, Philippines, PHL
278.2, 1919, Aug Average, Philippines, PHL
223.3, 1919, Sep Average, Philippines, PHL
322.7, 1919, Oct Average, Philippines, PHL
237.8, 1919, Nov Average, Philippines, PHL
196.6, 1919, Dec Average, Philippines, PHL
131.6, 1920, Jan Average, Philippines, PHL
108.8, 1920, Feb Average, Philippines, PHL
60.8, 1920, Mar Average, Philippines, PHL
73.0, 1920, Apr Average, Philippines, PHL
135.3, 1920, May Average, Philippines, PHL
355.9, 1920, Jun Average, Philippines, PHL
269.6, 1920, Jul Average, Philippines, PHL
181.1, 1920, Aug Average, Philippines, PHL
315.5, 1920, Sep Average, Philippines, PHL
241.0, 1920, Oct Average, Philippines, PHL
196.6, 1920, Nov Average, Philippines, PHL
191.6, 1920, Dec Average, Philippines, PHL
137.8, 1921, Jan Average, Philippines, PHL
156.9, 1921, Feb Average, Philippines, PHL
137.9, 1921, Mar Average, Philippines, PHL
114.2, 1921, Apr Average, Philippines, PHL
198.1, 1921, May Average, Philippines, PHL
244.6, 1921, Jun Average, Philippines, PHL
421.7, 1921, Jul Average, Philippines, PHL
298.3, 1921, Aug Average, Philippines, PHL
280.1, 1921, Sep Average, Philippines, PHL
211.6, 1921, Oct Average, Philippines, PHL
407.3, 1921, Nov Average, Philippines, PHL
181.0, 1921, Dec Average, Philippines, PHL
148.2, 1922, Jan Average, Philippines, PHL
103.6, 1922, Feb Average, Philippines, PHL
101.4, 1922, Mar Average, Philippines, PHL
72.6, 1922, Apr Average, Philippines, PHL
254.8, 1922, May Average, Philippines, PHL
245.8, 1922, Jun Average, Philippines, PHL
315.3, 1922, Jul Average, Philippines, PHL
217.4, 1922, Aug Average, Philippines, PHL
340.4, 1922, Sep Average, Philippines, PHL
236.5, 1922, Oct Average, Philippines, PHL
292.0, 1922, Nov Average, Philippines, PHL
227.0, 1922, Dec Average, Philippines, PHL
223.3, 1923, Jan Average, Philippines, PHL
94.7, 1923, Feb Average, Philippines, PHL
119.5, 1923, Mar Average, Philippines, PHL
123.7, 1923, Apr Average, Philippines, PHL
343.2, 1923, May Average, Philippines, PHL
302.6, 1923, Jun Average, Philippines, PHL
560.4, 1923, Jul Average, Philippines, PHL
268.2, 1923, Aug Average, Philippines, PHL
222.0, 1923, Sep Average, Philippines, PHL
180.9, 1923, Oct Average, Philippines, PHL
257.0, 1923, Nov Average, Philippines, PHL
73.0, 1923, Dec Average, Philippines, PHL
99.2, 1924, Jan Average, Philippines, PHL
81.4, 1924, Feb Average, Philippines, PHL
92.8, 1924, Mar Average, Philippines, PHL
67.4, 1924, Apr Average, Philippines, PHL
193.4, 1924, May Average, Philippines, PHL
317.7, 1924, Jun Average, Philippines, PHL
352.7, 1924, Jul Average, Philippines, PHL
322.0, 1924, Aug Average, Philippines, PHL
206.5, 1924, Sep Average, Philippines, PHL
402.3, 1924, Oct Average, Philippines, PHL
355.5, 1924, Nov Average, Philippines, PHL
331.1, 1924, Dec Average, Philippines, PHL
120.2, 1925, Jan Average, Philippines, PHL
171.9, 1925, Feb Average, Philippines, PHL
143.3, 1925, Mar Average, Philippines, PHL
146.3, 1925, Apr Average, Philippines, PHL
214.8, 1925, May Average, Philippines, PHL
322.8, 1925, Jun Average, Philippines, PHL
358.5, 1925, Jul Average, Philippines, PHL
324.8, 1925, Aug Average, Philippines, PHL
246.7, 1925, Sep Average, Philippines, PHL
264.6, 1925, Oct Average, Philippines, PHL
144.4, 1925, Nov Average, Philippines, PHL
129.9, 1925, Dec Average, Philippines, PHL
142.6, 1926, Jan Average, Philippines, PHL
79.1, 1926, Feb Average, Philippines, PHL
53.2, 1926, Mar Average, Philippines, PHL
32.1, 1926, Apr Average, Philippines, PHL
163.6, 1926, May Average, Philippines, PHL
331.4, 1926, Jun Average, Philippines, PHL
333.0, 1926, Jul Average, Philippines, PHL
354.7, 1926, Aug Average, Philippines, PHL
321.4, 1926, Sep Average, Philippines, PHL
323.7, 1926, Oct Average, Philippines, PHL
245.0, 1926, Nov Average, Philippines, PHL
182.6, 1926, Dec Average, Philippines, PHL
147.2, 1927, Jan Average, Philippines, PHL
74.2, 1927, Feb Average, Philippines, PHL
89.4, 1927, Mar Average, Philippines, PHL
135.8, 1927, Apr Average, Philippines, PHL
221.4, 1927, May Average, Philippines, PHL
254.6, 1927, Jun Average, Philippines, PHL
290.9, 1927, Jul Average, Philippines, PHL
317.5, 1927, Aug Average, Philippines, PHL
155.0, 1927, Sep Average, Philippines, PHL
256.0, 1927, Oct Average, Philippines, PHL
189.8, 1927, Nov Average, Philippines, PHL
157.6, 1927, Dec Average, Philippines, PHL
143.2, 1928, Jan Average, Philippines, PHL
150.5, 1928, Feb Average, Philippines, PHL
100.3, 1928, Mar Average, Philippines, PHL
163.0, 1928, Apr Average, Philippines, PHL
174.6, 1928, May Average, Philippines, PHL
241.7, 1928, Jun Average, Philippines, PHL
328.1, 1928, Jul Average, Philippines, PHL
223.1, 1928, Aug Average, Philippines, PHL
238.6, 1928, Sep Average, Philippines, PHL
231.1, 1928, Oct Average, Philippines, PHL
267.1, 1928, Nov Average, Philippines, PHL
178.8, 1928, Dec Average, Philippines, PHL
219.1, 1929, Jan Average, Philippines, PHL
64.9, 1929, Feb Average, Philippines, PHL
118.0, 1929, Mar Average, Philippines, PHL
107.4, 1929, Apr Average, Philippines, PHL
230.3, 1929, May Average, Philippines, PHL
223.6, 1929, Jun Average, Philippines, PHL
342.6, 1929, Jul Average, Philippines, PHL
341.4, 1929, Aug Average, Philippines, PHL
242.2, 1929, Sep Average, Philippines, PHL
245.6, 1929, Oct Average, Philippines, PHL
198.9, 1929, Nov Average, Philippines, PHL
152.2, 1929, Dec Average, Philippines, PHL
121.6, 1930, Jan Average, Philippines, PHL
55.5, 1930, Feb Average, Philippines, PHL
42.2, 1930, Mar Average, Philippines, PHL
95.0, 1930, Apr Average, Philippines, PHL
305.9, 1930, May Average, Philippines, PHL
350.4, 1930, Jun Average, Philippines, PHL
220.3, 1930, Jul Average, Philippines, PHL
246.4, 1930, Aug Average, Philippines, PHL
221.9, 1930, Sep Average, Philippines, PHL
168.6, 1930, Oct Average, Philippines, PHL
171.4, 1930, Nov Average, Philippines, PHL
205.9, 1930, Dec Average, Philippines, PHL
120.8, 1931, Jan Average, Philippines, PHL
23.7, 1931, Feb Average, Philippines, PHL
36.9, 1931, Mar Average, Philippines, PHL
69.3, 1931, Apr Average, Philippines, PHL
160.3, 1931, May Average, Philippines, PHL
226.5, 1931, Jun Average, Philippines, PHL
370.6, 1931, Jul Average, Philippines, PHL
303.4, 1931, Aug Average, Philippines, PHL
308.0, 1931, Sep Average, Philippines, PHL
326.5, 1931, Oct Average, Philippines, PHL
287.2, 1931, Nov Average, Philippines, PHL
169.2, 1931, Dec Average, Philippines, PHL
105.7, 1932, Jan Average, Philippines, PHL
78.9, 1932, Feb Average, Philippines, PHL
101.5, 1932, Mar Average, Philippines, PHL
54.9, 1932, Apr Average, Philippines, PHL
233.1, 1932, May Average, Philippines, PHL
324.3, 1932, Jun Average, Philippines, PHL
383.2, 1932, Jul Average, Philippines, PHL
239.7, 1932, Aug Average, Philippines, PHL
309.1, 1932, Sep Average, Philippines, PHL
291.1, 1932, Oct Average, Philippines, PHL
295.3, 1932, Nov Average, Philippines, PHL
168.2, 1932, Dec Average, Philippines, PHL
161.0, 1933, Jan Average, Philippines, PHL
106.9, 1933, Feb Average, Philippines, PHL
52.2, 1933, Mar Average, Philippines, PHL
57.5, 1933, Apr Average, Philippines, PHL
165.8, 1933, May Average, Philippines, PHL
282.6, 1933, Jun Average, Philippines, PHL
271.4, 1933, Jul Average, Philippines, PHL
211.4, 1933, Aug Average, Philippines, PHL
308.6, 1933, Sep Average, Philippines, PHL
369.6, 1933, Oct Average, Philippines, PHL
261.0, 1933, Nov Average, Philippines, PHL
201.7, 1933, Dec Average, Philippines, PHL
193.2, 1934, Jan Average, Philippines, PHL
208.0, 1934, Feb Average, Philippines, PHL
158.8, 1934, Mar Average, Philippines, PHL
170.6, 1934, Apr Average, Philippines, PHL
264.0, 1934, May Average, Philippines, PHL
244.8, 1934, Jun Average, Philippines, PHL
294.5, 1934, Jul Average, Philippines, PHL
474.5, 1934, Aug Average, Philippines, PHL
338.0, 1934, Sep Average, Philippines, PHL
300.5, 1934, Oct Average, Philippines, PHL
379.4, 1934, Nov Average, Philippines, PHL
247.4, 1934, Dec Average, Philippines, PHL
45.1, 1935, Jan Average, Philippines, PHL
97.2, 1935, Feb Average, Philippines, PHL
88.3, 1935, Mar Average, Philippines, PHL
117.8, 1935, Apr Average, Philippines, PHL
270.0, 1935, May Average, Philippines, PHL
218.6, 1935, Jun Average, Philippines, PHL
402.5, 1935, Jul Average, Philippines, PHL
256.0, 1935, Aug Average, Philippines, PHL
315.1, 1935, Sep Average, Philippines, PHL
256.5, 1935, Oct Average, Philippines, PHL
248.5, 1935, Nov Average, Philippines, PHL
155.3, 1935, Dec Average, Philippines, PHL
142.7, 1936, Jan Average, Philippines, PHL
38.1, 1936, Feb Average, Philippines, PHL
84.5, 1936, Mar Average, Philippines, PHL
100.6, 1936, Apr Average, Philippines, PHL
200.0, 1936, May Average, Philippines, PHL
214.0, 1936, Jun Average, Philippines, PHL
401.6, 1936, Jul Average, Philippines, PHL
388.7, 1936, Aug Average, Philippines, PHL
243.6, 1936, Sep Average, Philippines, PHL
318.9, 1936, Oct Average, Philippines, PHL
198.5, 1936, Nov Average, Philippines, PHL
238.1, 1936, Dec Average, Philippines, PHL
139.4, 1937, Jan Average, Philippines, PHL
79.0, 1937, Feb Average, Philippines, PHL
111.8, 1937, Mar Average, Philippines, PHL
83.0, 1937, Apr Average, Philippines, PHL
206.5, 1937, May Average, Philippines, PHL
281.2, 1937, Jun Average, Philippines, PHL
343.4, 1937, Jul Average, Philippines, PHL
389.5, 1937, Aug Average, Philippines, PHL
272.7, 1937, Sep Average, Philippines, PHL
265.1, 1937, Oct Average, Philippines, PHL
256.6, 1937, Nov Average, Philippines, PHL
172.7, 1937, Dec Average, Philippines, PHL
107.5, 1938, Jan Average, Philippines, PHL
92.1, 1938, Feb Average, Philippines, PHL
118.1, 1938, Mar Average, Philippines, PHL
179.8, 1938, Apr Average, Philippines, PHL
203.8, 1938, May Average, Philippines, PHL
288.3, 1938, Jun Average, Philippines, PHL
225.8, 1938, Jul Average, Philippines, PHL
180.5, 1938, Aug Average, Philippines, PHL
244.0, 1938, Sep Average, Philippines, PHL
336.4, 1938, Oct Average, Philippines, PHL
288.1, 1938, Nov Average, Philippines, PHL
234.7, 1938, Dec Average, Philippines, PHL
197.7, 1939, Jan Average, Philippines, PHL
134.0, 1939, Feb Average, Philippines, PHL
98.6, 1939, Mar Average, Philippines, PHL
120.1, 1939, Apr Average, Philippines, PHL
300.7, 1939, May Average, Philippines, PHL
308.2, 1939, Jun Average, Philippines, PHL
265.1, 1939, Jul Average, Philippines, PHL
267.0, 1939, Aug Average, Philippines, PHL
208.8, 1939, Sep Average, Philippines, PHL
254.3, 1939, Oct Average, Philippines, PHL
268.3, 1939, Nov Average, Philippines, PHL
309.9, 1939, Dec Average, Philippines, PHL
89.4, 1940, Jan Average, Philippines, PHL
87.3, 1940, Feb Average, Philippines, PHL
46.5, 1940, Mar Average, Philippines, PHL
82.2, 1940, Apr Average, Philippines, PHL
137.8, 1940, May Average, Philippines, PHL
238.9, 1940, Jun Average, Philippines, PHL
344.3, 1940, Jul Average, Philippines, PHL
406.5, 1940, Aug Average, Philippines, PHL
261.8, 1940, Sep Average, Philippines, PHL
210.9, 1940, Oct Average, Philippines, PHL
172.6, 1940, Nov Average, Philippines, PHL
148.1, 1940, Dec Average, Philippines, PHL
121.3, 1941, Jan Average, Philippines, PHL
81.3, 1941, Feb Average, Philippines, PHL
75.3, 1941, Mar Average, Philippines, PHL
87.1, 1941, Apr Average, Philippines, PHL
181.8, 1941, May Average, Philippines, PHL
259.4, 1941, Jun Average, Philippines, PHL
300.5, 1941, Jul Average, Philippines, PHL
303.0, 1941, Aug Average, Philippines, PHL
275.2, 1941, Sep Average, Philippines, PHL
273.5, 1941, Oct Average, Philippines, PHL
229.3, 1941, Nov Average, Philippines, PHL
158.1, 1941, Dec Average, Philippines, PHL
121.3, 1942, Jan Average, Philippines, PHL
81.2, 1942, Feb Average, Philippines, PHL
75.3, 1942, Mar Average, Philippines, PHL
87.1, 1942, Apr Average, Philippines, PHL
181.4, 1942, May Average, Philippines, PHL
259.4, 1942, Jun Average, Philippines, PHL
300.9, 1942, Jul Average, Philippines, PHL
303.1, 1942, Aug Average, Philippines, PHL
275.3, 1942, Sep Average, Philippines, PHL
273.5, 1942, Oct Average, Philippines, PHL
229.3, 1942, Nov Average, Philippines, PHL
158.1, 1942, Dec Average, Philippines, PHL
121.3, 1943, Jan Average, Philippines, PHL
81.2, 1943, Feb Average, Philippines, PHL
75.3, 1943, Mar Average, Philippines, PHL
87.0, 1943, Apr Average, Philippines, PHL
181.4, 1943, May Average, Philippines, PHL
259.6, 1943, Jun Average, Philippines, PHL
301.0, 1943, Jul Average, Philippines, PHL
303.0, 1943, Aug Average, Philippines, PHL
275.2, 1943, Sep Average, Philippines, PHL
273.4, 1943, Oct Average, Philippines, PHL
229.4, 1943, Nov Average, Philippines, PHL
158.0, 1943, Dec Average, Philippines, PHL
121.3, 1944, Jan Average, Philippines, PHL
81.2, 1944, Feb Average, Philippines, PHL
75.3, 1944, Mar Average, Philippines, PHL
87.1, 1944, Apr Average, Philippines, PHL
181.5, 1944, May Average, Philippines, PHL
259.7, 1944, Jun Average, Philippines, PHL
300.6, 1944, Jul Average, Philippines, PHL
303.3, 1944, Aug Average, Philippines, PHL
275.1, 1944, Sep Average, Philippines, PHL
273.5, 1944, Oct Average, Philippines, PHL
229.4, 1944, Nov Average, Philippines, PHL
158.1, 1944, Dec Average, Philippines, PHL
121.3, 1945, Jan Average, Philippines, PHL
81.2, 1945, Feb Average, Philippines, PHL
75.3, 1945, Mar Average, Philippines, PHL
87.0, 1945, Apr Average, Philippines, PHL
181.5, 1945, May Average, Philippines, PHL
259.4, 1945, Jun Average, Philippines, PHL
300.7, 1945, Jul Average, Philippines, PHL
303.3, 1945, Aug Average, Philippines, PHL
275.2, 1945, Sep Average, Philippines, PHL
274.0, 1945, Oct Average, Philippines, PHL
229.3, 1945, Nov Average, Philippines, PHL
158.0, 1945, Dec Average, Philippines, PHL
98.6, 1946, Jan Average, Philippines, PHL
67.6, 1946, Feb Average, Philippines, PHL
88.5, 1946, Mar Average, Philippines, PHL
86.6, 1946, Apr Average, Philippines, PHL
174.4, 1946, May Average, Philippines, PHL
270.9, 1946, Jun Average, Philippines, PHL
340.2, 1946, Jul Average, Philippines, PHL
269.2, 1946, Aug Average, Philippines, PHL
307.6, 1946, Sep Average, Philippines, PHL
281.3, 1946, Oct Average, Philippines, PHL
174.4, 1946, Nov Average, Philippines, PHL
175.4, 1946, Dec Average, Philippines, PHL
71.4, 1947, Jan Average, Philippines, PHL
72.1, 1947, Feb Average, Philippines, PHL
146.2, 1947, Mar Average, Philippines, PHL
114.1, 1947, Apr Average, Philippines, PHL
226.0, 1947, May Average, Philippines, PHL
320.6, 1947, Jun Average, Philippines, PHL
264.7, 1947, Jul Average, Philippines, PHL
347.6, 1947, Aug Average, Philippines, PHL
227.5, 1947, Sep Average, Philippines, PHL
350.5, 1947, Oct Average, Philippines, PHL
304.3, 1947, Nov Average, Philippines, PHL
267.0, 1947, Dec Average, Philippines, PHL
84.0, 1948, Jan Average, Philippines, PHL
56.6, 1948, Feb Average, Philippines, PHL
75.2, 1948, Mar Average, Philippines, PHL
84.1, 1948, Apr Average, Philippines, PHL
129.2, 1948, May Average, Philippines, PHL
193.6, 1948, Jun Average, Philippines, PHL
382.4, 1948, Jul Average, Philippines, PHL
313.1, 1948, Aug Average, Philippines, PHL
262.7, 1948, Sep Average, Philippines, PHL
203.1, 1948, Oct Average, Philippines, PHL
265.1, 1948, Nov Average, Philippines, PHL
161.0, 1948, Dec Average, Philippines, PHL
66.0, 1949, Jan Average, Philippines, PHL
63.8, 1949, Feb Average, Philippines, PHL
82.3, 1949, Mar Average, Philippines, PHL
58.1, 1949, Apr Average, Philippines, PHL
129.8, 1949, May Average, Philippines, PHL
209.4, 1949, Jun Average, Philippines, PHL
255.1, 1949, Jul Average, Philippines, PHL
273.8, 1949, Aug Average, Philippines, PHL
281.5, 1949, Sep Average, Philippines, PHL
325.6, 1949, Oct Average, Philippines, PHL
260.3, 1949, Nov Average, Philippines, PHL
287.8, 1949, Dec Average, Philippines, PHL
145.9, 1950, Jan Average, Philippines, PHL
80.7, 1950, Feb Average, Philippines, PHL
163.6, 1950, Mar Average, Philippines, PHL
101.4, 1950, Apr Average, Philippines, PHL
189.1, 1950, May Average, Philippines, PHL
315.2, 1950, Jun Average, Philippines, PHL
225.6, 1950, Jul Average, Philippines, PHL
266.1, 1950, Aug Average, Philippines, PHL
313.8, 1950, Sep Average, Philippines, PHL
269.8, 1950, Oct Average, Philippines, PHL
179.9, 1950, Nov Average, Philippines, PHL
156.2, 1950, Dec Average, Philippines, PHL
90.1, 1951, Jan Average, Philippines, PHL
76.1, 1951, Feb Average, Philippines, PHL
52.3, 1951, Mar Average, Philippines, PHL
89.0, 1951, Apr Average, Philippines, PHL
211.3, 1951, May Average, Philippines, PHL
218.8, 1951, Jun Average, Philippines, PHL
285.8, 1951, Jul Average, Philippines, PHL
308.4, 1951, Aug Average, Philippines, PHL
296.7, 1951, Sep Average, Philippines, PHL
173.7, 1951, Oct Average, Philippines, PHL
