tasmin, Year, Statistics, Country, ISO3
11.5, 1924, Nov Average, Egypt, EGY
7.6, 1924, Dec Average, Egypt, EGY
3.6, 1925, Jan Average, Egypt, EGY
6.5, 1925, Feb Average, Egypt, EGY
12.1, 1925, Mar Average, Egypt, EGY
13.5, 1925, Apr Average, Egypt, EGY
18.4, 1925, May Average, Egypt, EGY
20.3, 1925, Jun Average, Egypt, EGY
22.0, 1925, Jul Average, Egypt, EGY
22.1, 1925, Aug Average, Egypt, EGY
21.1, 1925, Sep Average, Egypt, EGY
17.9, 1925, Oct Average, Egypt, EGY
13.7, 1925, Nov Average, Egypt, EGY
9.0, 1925, Dec Average, Egypt, EGY
6.0, 1926, Jan Average, Egypt, EGY
7.3, 1926, Feb Average, Egypt, EGY
9.3, 1926, Mar Average, Egypt, EGY
14.8, 1926, Apr Average, Egypt, EGY
20.2, 1926, May Average, Egypt, EGY
21.9, 1926, Jun Average, Egypt, EGY
21.5, 1926, Jul Average, Egypt, EGY
21.0, 1926, Aug Average, Egypt, EGY
19.0, 1926, Sep Average, Egypt, EGY
17.3, 1926, Oct Average, Egypt, EGY
12.6, 1926, Nov Average, Egypt, EGY
8.0, 1926, Dec Average, Egypt, EGY
6.8, 1927, Jan Average, Egypt, EGY
5.2, 1927, Feb Average, Egypt, EGY
10.6, 1927, Mar Average, Egypt, EGY
13.5, 1927, Apr Average, Egypt, EGY
19.4, 1927, May Average, Egypt, EGY
21.0, 1927, Jun Average, Egypt, EGY
22.8, 1927, Jul Average, Egypt, EGY
22.3, 1927, Aug Average, Egypt, EGY
20.6, 1927, Sep Average, Egypt, EGY
19.3, 1927, Oct Average, Egypt, EGY
13.7, 1927, Nov Average, Egypt, EGY
9.4, 1927, Dec Average, Egypt, EGY
8.2, 1928, Jan Average, Egypt, EGY
6.7, 1928, Feb Average, Egypt, EGY
10.0, 1928, Mar Average, Egypt, EGY
16.3, 1928, Apr Average, Egypt, EGY
20.5, 1928, May Average, Egypt, EGY
21.0, 1928, Jun Average, Egypt, EGY
21.6, 1928, Jul Average, Egypt, EGY
22.9, 1928, Aug Average, Egypt, EGY
21.2, 1928, Sep Average, Egypt, EGY
17.0, 1928, Oct Average, Egypt, EGY
12.5, 1928, Nov Average, Egypt, EGY
8.4, 1928, Dec Average, Egypt, EGY
5.5, 1929, Jan Average, Egypt, EGY
6.6, 1929, Feb Average, Egypt, EGY
9.2, 1929, Mar Average, Egypt, EGY
14.1, 1929, Apr Average, Egypt, EGY
20.6, 1929, May Average, Egypt, EGY
21.1, 1929, Jun Average, Egypt, EGY
21.1, 1929, Jul Average, Egypt, EGY
22.2, 1929, Aug Average, Egypt, EGY
21.4, 1929, Sep Average, Egypt, EGY
16.7, 1929, Oct Average, Egypt, EGY
13.3, 1929, Nov Average, Egypt, EGY
6.6, 1929, Dec Average, Egypt, EGY
5.3, 1930, Jan Average, Egypt, EGY
7.2, 1930, Feb Average, Egypt, EGY
10.2, 1930, Mar Average, Egypt, EGY
15.1, 1930, Apr Average, Egypt, EGY
18.4, 1930, May Average, Egypt, EGY
20.9, 1930, Jun Average, Egypt, EGY
22.6, 1930, Jul Average, Egypt, EGY
23.0, 1930, Aug Average, Egypt, EGY
21.2, 1930, Sep Average, Egypt, EGY
17.6, 1930, Oct Average, Egypt, EGY
12.0, 1930, Nov Average, Egypt, EGY
10.1, 1930, Dec Average, Egypt, EGY
7.4, 1931, Jan Average, Egypt, EGY
7.6, 1931, Feb Average, Egypt, EGY
11.2, 1931, Mar Average, Egypt, EGY
14.6, 1931, Apr Average, Egypt, EGY
18.2, 1931, May Average, Egypt, EGY
20.7, 1931, Jun Average, Egypt, EGY
22.6, 1931, Jul Average, Egypt, EGY
23.0, 1931, Aug Average, Egypt, EGY
21.3, 1931, Sep Average, Egypt, EGY
17.9, 1931, Oct Average, Egypt, EGY
11.8, 1931, Nov Average, Egypt, EGY
7.5, 1931, Dec Average, Egypt, EGY
5.7, 1932, Jan Average, Egypt, EGY
7.5, 1932, Feb Average, Egypt, EGY
10.5, 1932, Mar Average, Egypt, EGY
14.7, 1932, Apr Average, Egypt, EGY
17.5, 1932, May Average, Egypt, EGY
21.6, 1932, Jun Average, Egypt, EGY
22.8, 1932, Jul Average, Egypt, EGY
22.6, 1932, Aug Average, Egypt, EGY
20.8, 1932, Sep Average, Egypt, EGY
19.4, 1932, Oct Average, Egypt, EGY
12.9, 1932, Nov Average, Egypt, EGY
7.3, 1932, Dec Average, Egypt, EGY
6.1, 1933, Jan Average, Egypt, EGY
8.6, 1933, Feb Average, Egypt, EGY
10.6, 1933, Mar Average, Egypt, EGY
12.1, 1933, Apr Average, Egypt, EGY
18.3, 1933, May Average, Egypt, EGY
22.0, 1933, Jun Average, Egypt, EGY
21.2, 1933, Jul Average, Egypt, EGY
21.2, 1933, Aug Average, Egypt, EGY
18.7, 1933, Sep Average, Egypt, EGY
16.2, 1933, Oct Average, Egypt, EGY
15.3, 1933, Nov Average, Egypt, EGY
8.9, 1933, Dec Average, Egypt, EGY
6.4, 1934, Jan Average, Egypt, EGY
5.3, 1934, Feb Average, Egypt, EGY
11.6, 1934, Mar Average, Egypt, EGY
15.0, 1934, Apr Average, Egypt, EGY
19.3, 1934, May Average, Egypt, EGY
21.2, 1934, Jun Average, Egypt, EGY
21.7, 1934, Jul Average, Egypt, EGY
22.4, 1934, Aug Average, Egypt, EGY
19.7, 1934, Sep Average, Egypt, EGY
18.2, 1934, Oct Average, Egypt, EGY
14.0, 1934, Nov Average, Egypt, EGY
7.9, 1934, Dec Average, Egypt, EGY
7.2, 1935, Jan Average, Egypt, EGY
7.6, 1935, Feb Average, Egypt, EGY
11.2, 1935, Mar Average, Egypt, EGY
14.4, 1935, Apr Average, Egypt, EGY
20.5, 1935, May Average, Egypt, EGY
22.2, 1935, Jun Average, Egypt, EGY
21.4, 1935, Jul Average, Egypt, EGY
22.1, 1935, Aug Average, Egypt, EGY
20.3, 1935, Sep Average, Egypt, EGY
18.5, 1935, Oct Average, Egypt, EGY
11.0, 1935, Nov Average, Egypt, EGY
8.2, 1935, Dec Average, Egypt, EGY
7.4, 1936, Jan Average, Egypt, EGY
8.7, 1936, Feb Average, Egypt, EGY
11.8, 1936, Mar Average, Egypt, EGY
15.9, 1936, Apr Average, Egypt, EGY
19.0, 1936, May Average, Egypt, EGY
20.2, 1936, Jun Average, Egypt, EGY
22.6, 1936, Jul Average, Egypt, EGY
22.4, 1936, Aug Average, Egypt, EGY
19.3, 1936, Sep Average, Egypt, EGY
19.4, 1936, Oct Average, Egypt, EGY
14.2, 1936, Nov Average, Egypt, EGY
6.6, 1936, Dec Average, Egypt, EGY
4.6, 1937, Jan Average, Egypt, EGY
8.3, 1937, Feb Average, Egypt, EGY
12.0, 1937, Mar Average, Egypt, EGY
15.7, 1937, Apr Average, Egypt, EGY
18.5, 1937, May Average, Egypt, EGY
20.5, 1937, Jun Average, Egypt, EGY
22.3, 1937, Jul Average, Egypt, EGY
22.0, 1937, Aug Average, Egypt, EGY
21.8, 1937, Sep Average, Egypt, EGY
18.4, 1937, Oct Average, Egypt, EGY
13.2, 1937, Nov Average, Egypt, EGY
9.4, 1937, Dec Average, Egypt, EGY
6.6, 1938, Jan Average, Egypt, EGY
6.8, 1938, Feb Average, Egypt, EGY
7.7, 1938, Mar Average, Egypt, EGY
15.1, 1938, Apr Average, Egypt, EGY
18.1, 1938, May Average, Egypt, EGY
19.9, 1938, Jun Average, Egypt, EGY
22.4, 1938, Jul Average, Egypt, EGY
23.0, 1938, Aug Average, Egypt, EGY
20.4, 1938, Sep Average, Egypt, EGY
17.6, 1938, Oct Average, Egypt, EGY
11.8, 1938, Nov Average, Egypt, EGY
8.7, 1938, Dec Average, Egypt, EGY
6.7, 1939, Jan Average, Egypt, EGY
7.2, 1939, Feb Average, Egypt, EGY
10.2, 1939, Mar Average, Egypt, EGY
15.1, 1939, Apr Average, Egypt, EGY
20.8, 1939, May Average, Egypt, EGY
20.6, 1939, Jun Average, Egypt, EGY
22.3, 1939, Jul Average, Egypt, EGY
21.9, 1939, Aug Average, Egypt, EGY
21.4, 1939, Sep Average, Egypt, EGY
19.6, 1939, Oct Average, Egypt, EGY
12.2, 1939, Nov Average, Egypt, EGY
9.0, 1939, Dec Average, Egypt, EGY
6.7, 1940, Jan Average, Egypt, EGY
8.3, 1940, Feb Average, Egypt, EGY
9.8, 1940, Mar Average, Egypt, EGY
15.3, 1940, Apr Average, Egypt, EGY
18.9, 1940, May Average, Egypt, EGY
21.7, 1940, Jun Average, Egypt, EGY
22.5, 1940, Jul Average, Egypt, EGY
21.3, 1940, Aug Average, Egypt, EGY
20.3, 1940, Sep Average, Egypt, EGY
18.4, 1940, Oct Average, Egypt, EGY
12.2, 1940, Nov Average, Egypt, EGY
8.0, 1940, Dec Average, Egypt, EGY
7.4, 1941, Jan Average, Egypt, EGY
9.9, 1941, Feb Average, Egypt, EGY
10.3, 1941, Mar Average, Egypt, EGY
15.2, 1941, Apr Average, Egypt, EGY
20.4, 1941, May Average, Egypt, EGY
20.8, 1941, Jun Average, Egypt, EGY
22.1, 1941, Jul Average, Egypt, EGY
22.9, 1941, Aug Average, Egypt, EGY
19.8, 1941, Sep Average, Egypt, EGY
16.4, 1941, Oct Average, Egypt, EGY
13.2, 1941, Nov Average, Egypt, EGY
6.3, 1941, Dec Average, Egypt, EGY
5.5, 1942, Jan Average, Egypt, EGY
8.2, 1942, Feb Average, Egypt, EGY
10.8, 1942, Mar Average, Egypt, EGY
15.4, 1942, Apr Average, Egypt, EGY
19.5, 1942, May Average, Egypt, EGY
21.7, 1942, Jun Average, Egypt, EGY
21.8, 1942, Jul Average, Egypt, EGY
21.5, 1942, Aug Average, Egypt, EGY
19.3, 1942, Sep Average, Egypt, EGY
17.6, 1942, Oct Average, Egypt, EGY
12.7, 1942, Nov Average, Egypt, EGY
8.5, 1942, Dec Average, Egypt, EGY
5.6, 1943, Jan Average, Egypt, EGY
6.0, 1943, Feb Average, Egypt, EGY
8.2, 1943, Mar Average, Egypt, EGY
11.6, 1943, Apr Average, Egypt, EGY
17.7, 1943, May Average, Egypt, EGY
19.5, 1943, Jun Average, Egypt, EGY
21.6, 1943, Jul Average, Egypt, EGY
22.2, 1943, Aug Average, Egypt, EGY
20.5, 1943, Sep Average, Egypt, EGY
18.9, 1943, Oct Average, Egypt, EGY
14.5, 1943, Nov Average, Egypt, EGY
9.7, 1943, Dec Average, Egypt, EGY
5.5, 1944, Jan Average, Egypt, EGY
7.0, 1944, Feb Average, Egypt, EGY
10.7, 1944, Mar Average, Egypt, EGY
14.8, 1944, Apr Average, Egypt, EGY
16.8, 1944, May Average, Egypt, EGY
22.0, 1944, Jun Average, Egypt, EGY
21.8, 1944, Jul Average, Egypt, EGY
21.8, 1944, Aug Average, Egypt, EGY
20.4, 1944, Sep Average, Egypt, EGY
18.2, 1944, Oct Average, Egypt, EGY
11.7, 1944, Nov Average, Egypt, EGY
7.6, 1944, Dec Average, Egypt, EGY
5.6, 1945, Jan Average, Egypt, EGY
5.6, 1945, Feb Average, Egypt, EGY
7.7, 1945, Mar Average, Egypt, EGY
12.6, 1945, Apr Average, Egypt, EGY
19.1, 1945, May Average, Egypt, EGY
19.7, 1945, Jun Average, Egypt, EGY
22.1, 1945, Jul Average, Egypt, EGY
23.3, 1945, Aug Average, Egypt, EGY
20.4, 1945, Sep Average, Egypt, EGY
16.3, 1945, Oct Average, Egypt, EGY
12.4, 1945, Nov Average, Egypt, EGY
6.7, 1945, Dec Average, Egypt, EGY
6.8, 1946, Jan Average, Egypt, EGY
6.5, 1946, Feb Average, Egypt, EGY
9.5, 1946, Mar Average, Egypt, EGY
13.7, 1946, Apr Average, Egypt, EGY
17.9, 1946, May Average, Egypt, EGY
20.6, 1946, Jun Average, Egypt, EGY
21.6, 1946, Jul Average, Egypt, EGY
22.4, 1946, Aug Average, Egypt, EGY
21.4, 1946, Sep Average, Egypt, EGY
17.6, 1946, Oct Average, Egypt, EGY
14.1, 1946, Nov Average, Egypt, EGY
8.0, 1946, Dec Average, Egypt, EGY
5.6, 1947, Jan Average, Egypt, EGY
8.3, 1947, Feb Average, Egypt, EGY
11.6, 1947, Mar Average, Egypt, EGY
14.4, 1947, Apr Average, Egypt, EGY
19.1, 1947, May Average, Egypt, EGY
20.6, 1947, Jun Average, Egypt, EGY
22.2, 1947, Jul Average, Egypt, EGY
22.2, 1947, Aug Average, Egypt, EGY
19.7, 1947, Sep Average, Egypt, EGY
16.8, 1947, Oct Average, Egypt, EGY
12.1, 1947, Nov Average, Egypt, EGY
9.3, 1947, Dec Average, Egypt, EGY
7.2, 1948, Jan Average, Egypt, EGY
7.0, 1948, Feb Average, Egypt, EGY
7.6, 1948, Mar Average, Egypt, EGY
12.9, 1948, Apr Average, Egypt, EGY
18.0, 1948, May Average, Egypt, EGY
20.5, 1948, Jun Average, Egypt, EGY
21.7, 1948, Jul Average, Egypt, EGY
22.0, 1948, Aug Average, Egypt, EGY
19.7, 1948, Sep Average, Egypt, EGY
16.4, 1948, Oct Average, Egypt, EGY
11.6, 1948, Nov Average, Egypt, EGY
6.2, 1948, Dec Average, Egypt, EGY
5.1, 1949, Jan Average, Egypt, EGY
4.9, 1949, Feb Average, Egypt, EGY
9.1, 1949, Mar Average, Egypt, EGY
11.6, 1949, Apr Average, Egypt, EGY
19.7, 1949, May Average, Egypt, EGY
20.4, 1949, Jun Average, Egypt, EGY
21.0, 1949, Jul Average, Egypt, EGY
21.0, 1949, Aug Average, Egypt, EGY
18.5, 1949, Sep Average, Egypt, EGY
16.5, 1949, Oct Average, Egypt, EGY
13.5, 1949, Nov Average, Egypt, EGY
7.7, 1949, Dec Average, Egypt, EGY
5.1, 1950, Jan Average, Egypt, EGY
6.1, 1950, Feb Average, Egypt, EGY
9.8, 1950, Mar Average, Egypt, EGY
15.4, 1950, Apr Average, Egypt, EGY
18.1, 1950, May Average, Egypt, EGY
19.9, 1950, Jun Average, Egypt, EGY
21.7, 1950, Jul Average, Egypt, EGY
22.2, 1950, Aug Average, Egypt, EGY
20.3, 1950, Sep Average, Egypt, EGY
16.6, 1950, Oct Average, Egypt, EGY
11.9, 1950, Nov Average, Egypt, EGY
9.1, 1950, Dec Average, Egypt, EGY
6.3, 1951, Jan Average, Egypt, EGY
7.2, 1951, Feb Average, Egypt, EGY
11.4, 1951, Mar Average, Egypt, EGY
13.6, 1951, Apr Average, Egypt, EGY
19.4, 1951, May Average, Egypt, EGY
20.1, 1951, Jun Average, Egypt, EGY
21.5, 1951, Jul Average, Egypt, EGY
22.2, 1951, Aug Average, Egypt, EGY
21.6, 1951, Sep Average, Egypt, EGY
18.3, 1951, Oct Average, Egypt, EGY
11.4, 1951, Nov Average, Egypt, EGY
