Rainfall - (MM), Year, Statistics, Country, ISO3
12.4, 1927, Sep Average, Turkey, TUR
34.7, 1927, Oct Average, Turkey, TUR
47.5, 1927, Nov Average, Turkey, TUR
93.9, 1927, Dec Average, Turkey, TUR
58.5, 1928, Jan Average, Turkey, TUR
74.1, 1928, Feb Average, Turkey, TUR
50.2, 1928, Mar Average, Turkey, TUR
47.6, 1928, Apr Average, Turkey, TUR
41.9, 1928, May Average, Turkey, TUR
22.9, 1928, Jun Average, Turkey, TUR
10.5, 1928, Jul Average, Turkey, TUR
8.0, 1928, Aug Average, Turkey, TUR
13.2, 1928, Sep Average, Turkey, TUR
33.0, 1928, Oct Average, Turkey, TUR
83.1, 1928, Nov Average, Turkey, TUR
82.6, 1928, Dec Average, Turkey, TUR
68.4, 1929, Jan Average, Turkey, TUR
80.9, 1929, Feb Average, Turkey, TUR
57.1, 1929, Mar Average, Turkey, TUR
58.5, 1929, Apr Average, Turkey, TUR
63.3, 1929, May Average, Turkey, TUR
32.1, 1929, Jun Average, Turkey, TUR
7.1, 1929, Jul Average, Turkey, TUR
13.4, 1929, Aug Average, Turkey, TUR
43.4, 1929, Sep Average, Turkey, TUR
38.0, 1929, Oct Average, Turkey, TUR
31.3, 1929, Nov Average, Turkey, TUR
65.0, 1929, Dec Average, Turkey, TUR
46.2, 1930, Jan Average, Turkey, TUR
55.7, 1930, Feb Average, Turkey, TUR
45.2, 1930, Mar Average, Turkey, TUR
53.5, 1930, Apr Average, Turkey, TUR
62.1, 1930, May Average, Turkey, TUR
48.0, 1930, Jun Average, Turkey, TUR
15.8, 1930, Jul Average, Turkey, TUR
10.5, 1930, Aug Average, Turkey, TUR
29.5, 1930, Sep Average, Turkey, TUR
51.9, 1930, Oct Average, Turkey, TUR
44.9, 1930, Nov Average, Turkey, TUR
83.6, 1930, Dec Average, Turkey, TUR
84.0, 1931, Jan Average, Turkey, TUR
60.6, 1931, Feb Average, Turkey, TUR
74.6, 1931, Mar Average, Turkey, TUR
94.4, 1931, Apr Average, Turkey, TUR
60.4, 1931, May Average, Turkey, TUR
51.9, 1931, Jun Average, Turkey, TUR
15.7, 1931, Jul Average, Turkey, TUR
12.2, 1931, Aug Average, Turkey, TUR
18.7, 1931, Sep Average, Turkey, TUR
23.1, 1931, Oct Average, Turkey, TUR
49.7, 1931, Nov Average, Turkey, TUR
87.4, 1931, Dec Average, Turkey, TUR
57.4, 1932, Jan Average, Turkey, TUR
64.2, 1932, Feb Average, Turkey, TUR
56.9, 1932, Mar Average, Turkey, TUR
49.3, 1932, Apr Average, Turkey, TUR
38.5, 1932, May Average, Turkey, TUR
20.6, 1932, Jun Average, Turkey, TUR
8.3, 1932, Jul Average, Turkey, TUR
8.3, 1932, Aug Average, Turkey, TUR
13.4, 1932, Sep Average, Turkey, TUR
11.3, 1932, Oct Average, Turkey, TUR
73.8, 1932, Nov Average, Turkey, TUR
17.4, 1932, Dec Average, Turkey, TUR
57.4, 1933, Jan Average, Turkey, TUR
71.5, 1933, Feb Average, Turkey, TUR
57.4, 1933, Mar Average, Turkey, TUR
58.1, 1933, Apr Average, Turkey, TUR
59.0, 1933, May Average, Turkey, TUR
45.0, 1933, Jun Average, Turkey, TUR
24.3, 1933, Jul Average, Turkey, TUR
7.5, 1933, Aug Average, Turkey, TUR
22.1, 1933, Sep Average, Turkey, TUR
27.4, 1933, Oct Average, Turkey, TUR
55.5, 1933, Nov Average, Turkey, TUR
101.5, 1933, Dec Average, Turkey, TUR
48.4, 1934, Jan Average, Turkey, TUR
65.5, 1934, Feb Average, Turkey, TUR
31.0, 1934, Mar Average, Turkey, TUR
41.9, 1934, Apr Average, Turkey, TUR
69.8, 1934, May Average, Turkey, TUR
34.1, 1934, Jun Average, Turkey, TUR
17.7, 1934, Jul Average, Turkey, TUR
8.5, 1934, Aug Average, Turkey, TUR
17.0, 1934, Sep Average, Turkey, TUR
41.9, 1934, Oct Average, Turkey, TUR
36.0, 1934, Nov Average, Turkey, TUR
66.8, 1934, Dec Average, Turkey, TUR
94.6, 1935, Jan Average, Turkey, TUR
85.6, 1935, Feb Average, Turkey, TUR
65.9, 1935, Mar Average, Turkey, TUR
63.4, 1935, Apr Average, Turkey, TUR
18.6, 1935, May Average, Turkey, TUR
15.6, 1935, Jun Average, Turkey, TUR
12.5, 1935, Jul Average, Turkey, TUR
12.9, 1935, Aug Average, Turkey, TUR
26.3, 1935, Sep Average, Turkey, TUR
53.3, 1935, Oct Average, Turkey, TUR
86.5, 1935, Nov Average, Turkey, TUR
72.3, 1935, Dec Average, Turkey, TUR
38.4, 1936, Jan Average, Turkey, TUR
106.7, 1936, Feb Average, Turkey, TUR
48.3, 1936, Mar Average, Turkey, TUR
64.4, 1936, Apr Average, Turkey, TUR
98.8, 1936, May Average, Turkey, TUR
51.9, 1936, Jun Average, Turkey, TUR
28.5, 1936, Jul Average, Turkey, TUR
14.7, 1936, Aug Average, Turkey, TUR
19.2, 1936, Sep Average, Turkey, TUR
54.9, 1936, Oct Average, Turkey, TUR
55.5, 1936, Nov Average, Turkey, TUR
73.3, 1936, Dec Average, Turkey, TUR
68.6, 1937, Jan Average, Turkey, TUR
40.9, 1937, Feb Average, Turkey, TUR
22.1, 1937, Mar Average, Turkey, TUR
70.5, 1937, Apr Average, Turkey, TUR
56.1, 1937, May Average, Turkey, TUR
23.1, 1937, Jun Average, Turkey, TUR
9.1, 1937, Jul Average, Turkey, TUR
17.5, 1937, Aug Average, Turkey, TUR
8.4, 1937, Sep Average, Turkey, TUR
60.7, 1937, Oct Average, Turkey, TUR
90.5, 1937, Nov Average, Turkey, TUR
64.0, 1937, Dec Average, Turkey, TUR
93.5, 1938, Jan Average, Turkey, TUR
70.4, 1938, Feb Average, Turkey, TUR
44.3, 1938, Mar Average, Turkey, TUR
76.5, 1938, Apr Average, Turkey, TUR
53.5, 1938, May Average, Turkey, TUR
10.1, 1938, Jun Average, Turkey, TUR
23.5, 1938, Jul Average, Turkey, TUR
13.5, 1938, Aug Average, Turkey, TUR
41.8, 1938, Sep Average, Turkey, TUR
23.5, 1938, Oct Average, Turkey, TUR
64.4, 1938, Nov Average, Turkey, TUR
82.3, 1938, Dec Average, Turkey, TUR
55.0, 1939, Jan Average, Turkey, TUR
46.9, 1939, Feb Average, Turkey, TUR
100.1, 1939, Mar Average, Turkey, TUR
44.4, 1939, Apr Average, Turkey, TUR
33.1, 1939, May Average, Turkey, TUR
50.1, 1939, Jun Average, Turkey, TUR
18.8, 1939, Jul Average, Turkey, TUR
29.2, 1939, Aug Average, Turkey, TUR
31.7, 1939, Sep Average, Turkey, TUR
29.7, 1939, Oct Average, Turkey, TUR
79.0, 1939, Nov Average, Turkey, TUR
107.9, 1939, Dec Average, Turkey, TUR
97.9, 1940, Jan Average, Turkey, TUR
78.5, 1940, Feb Average, Turkey, TUR
53.4, 1940, Mar Average, Turkey, TUR
73.8, 1940, Apr Average, Turkey, TUR
73.0, 1940, May Average, Turkey, TUR
49.3, 1940, Jun Average, Turkey, TUR
16.2, 1940, Jul Average, Turkey, TUR
14.2, 1940, Aug Average, Turkey, TUR
12.4, 1940, Sep Average, Turkey, TUR
59.9, 1940, Oct Average, Turkey, TUR
45.5, 1940, Nov Average, Turkey, TUR
137.5, 1940, Dec Average, Turkey, TUR
90.3, 1941, Jan Average, Turkey, TUR
67.5, 1941, Feb Average, Turkey, TUR
72.9, 1941, Mar Average, Turkey, TUR
55.8, 1941, Apr Average, Turkey, TUR
27.1, 1941, May Average, Turkey, TUR
24.5, 1941, Jun Average, Turkey, TUR
19.2, 1941, Jul Average, Turkey, TUR
12.9, 1941, Aug Average, Turkey, TUR
19.2, 1941, Sep Average, Turkey, TUR
52.1, 1941, Oct Average, Turkey, TUR
58.8, 1941, Nov Average, Turkey, TUR
74.3, 1941, Dec Average, Turkey, TUR
119.7, 1942, Jan Average, Turkey, TUR
58.1, 1942, Feb Average, Turkey, TUR
72.4, 1942, Mar Average, Turkey, TUR
42.2, 1942, Apr Average, Turkey, TUR
36.6, 1942, May Average, Turkey, TUR
16.1, 1942, Jun Average, Turkey, TUR
9.4, 1942, Jul Average, Turkey, TUR
20.8, 1942, Aug Average, Turkey, TUR
22.2, 1942, Sep Average, Turkey, TUR
71.2, 1942, Oct Average, Turkey, TUR
112.6, 1942, Nov Average, Turkey, TUR
36.4, 1942, Dec Average, Turkey, TUR
110.7, 1943, Jan Average, Turkey, TUR
43.1, 1943, Feb Average, Turkey, TUR
39.6, 1943, Mar Average, Turkey, TUR
55.2, 1943, Apr Average, Turkey, TUR
65.9, 1943, May Average, Turkey, TUR
28.0, 1943, Jun Average, Turkey, TUR
10.4, 1943, Jul Average, Turkey, TUR
8.4, 1943, Aug Average, Turkey, TUR
15.5, 1943, Sep Average, Turkey, TUR
61.4, 1943, Oct Average, Turkey, TUR
43.9, 1943, Nov Average, Turkey, TUR
73.3, 1943, Dec Average, Turkey, TUR
85.6, 1944, Jan Average, Turkey, TUR
90.8, 1944, Feb Average, Turkey, TUR
82.9, 1944, Mar Average, Turkey, TUR
59.4, 1944, Apr Average, Turkey, TUR
66.8, 1944, May Average, Turkey, TUR
23.0, 1944, Jun Average, Turkey, TUR
14.3, 1944, Jul Average, Turkey, TUR
16.5, 1944, Aug Average, Turkey, TUR
13.4, 1944, Sep Average, Turkey, TUR
50.7, 1944, Oct Average, Turkey, TUR
69.6, 1944, Nov Average, Turkey, TUR
63.1, 1944, Dec Average, Turkey, TUR
109.2, 1945, Jan Average, Turkey, TUR
50.9, 1945, Feb Average, Turkey, TUR
47.6, 1945, Mar Average, Turkey, TUR
42.9, 1945, Apr Average, Turkey, TUR
17.9, 1945, May Average, Turkey, TUR
32.1, 1945, Jun Average, Turkey, TUR
10.7, 1945, Jul Average, Turkey, TUR
9.7, 1945, Aug Average, Turkey, TUR
10.5, 1945, Sep Average, Turkey, TUR
37.9, 1945, Oct Average, Turkey, TUR
57.6, 1945, Nov Average, Turkey, TUR
86.0, 1945, Dec Average, Turkey, TUR
43.2, 1946, Jan Average, Turkey, TUR
92.1, 1946, Feb Average, Turkey, TUR
83.8, 1946, Mar Average, Turkey, TUR
59.3, 1946, Apr Average, Turkey, TUR
89.7, 1946, May Average, Turkey, TUR
36.0, 1946, Jun Average, Turkey, TUR
17.6, 1946, Jul Average, Turkey, TUR
11.2, 1946, Aug Average, Turkey, TUR
10.3, 1946, Sep Average, Turkey, TUR
73.1, 1946, Oct Average, Turkey, TUR
31.9, 1946, Nov Average, Turkey, TUR
92.3, 1946, Dec Average, Turkey, TUR
109.5, 1947, Jan Average, Turkey, TUR
57.4, 1947, Feb Average, Turkey, TUR
41.7, 1947, Mar Average, Turkey, TUR
24.3, 1947, Apr Average, Turkey, TUR
34.4, 1947, May Average, Turkey, TUR
25.7, 1947, Jun Average, Turkey, TUR
21.1, 1947, Jul Average, Turkey, TUR
13.4, 1947, Aug Average, Turkey, TUR
19.0, 1947, Sep Average, Turkey, TUR
38.8, 1947, Oct Average, Turkey, TUR
88.4, 1947, Nov Average, Turkey, TUR
84.3, 1947, Dec Average, Turkey, TUR
67.1, 1948, Jan Average, Turkey, TUR
94.4, 1948, Feb Average, Turkey, TUR
59.3, 1948, Mar Average, Turkey, TUR
71.6, 1948, Apr Average, Turkey, TUR
63.5, 1948, May Average, Turkey, TUR
47.6, 1948, Jun Average, Turkey, TUR
3.6, 1948, Jul Average, Turkey, TUR
8.4, 1948, Aug Average, Turkey, TUR
15.1, 1948, Sep Average, Turkey, TUR
29.4, 1948, Oct Average, Turkey, TUR
43.8, 1948, Nov Average, Turkey, TUR
56.5, 1948, Dec Average, Turkey, TUR
64.8, 1949, Jan Average, Turkey, TUR
60.5, 1949, Feb Average, Turkey, TUR
81.0, 1949, Mar Average, Turkey, TUR
70.1, 1949, Apr Average, Turkey, TUR
28.9, 1949, May Average, Turkey, TUR
24.2, 1949, Jun Average, Turkey, TUR
18.5, 1949, Jul Average, Turkey, TUR
9.8, 1949, Aug Average, Turkey, TUR
27.0, 1949, Sep Average, Turkey, TUR
15.2, 1949, Oct Average, Turkey, TUR
27.2, 1949, Nov Average, Turkey, TUR
88.7, 1949, Dec Average, Turkey, TUR
83.3, 1950, Jan Average, Turkey, TUR
46.5, 1950, Feb Average, Turkey, TUR
73.3, 1950, Mar Average, Turkey, TUR
49.4, 1950, Apr Average, Turkey, TUR
99.1, 1950, May Average, Turkey, TUR
25.6, 1950, Jun Average, Turkey, TUR
10.0, 1950, Jul Average, Turkey, TUR
7.4, 1950, Aug Average, Turkey, TUR
10.3, 1950, Sep Average, Turkey, TUR
52.4, 1950, Oct Average, Turkey, TUR
47.8, 1950, Nov Average, Turkey, TUR
51.4, 1950, Dec Average, Turkey, TUR
74.3, 1951, Jan Average, Turkey, TUR
49.1, 1951, Feb Average, Turkey, TUR
69.0, 1951, Mar Average, Turkey, TUR
64.5, 1951, Apr Average, Turkey, TUR
56.7, 1951, May Average, Turkey, TUR
45.2, 1951, Jun Average, Turkey, TUR
23.4, 1951, Jul Average, Turkey, TUR
17.0, 1951, Aug Average, Turkey, TUR
21.5, 1951, Sep Average, Turkey, TUR
83.2, 1951, Oct Average, Turkey, TUR
