Country,Australia,Brazil,Canada,China,Egypt,India,Indonesia,Philippines,Russia,Turkey,United Kingdom,United States
1981-01-01,16360.0,2217.0,24802.0,59640.0,1938.0,36313.0,0.0,0.0,,13200.0,,75805.0
1982-01-01,8876.0,1849.0,26715.0,68470.0,2017.0,37452.0,0.0,0.0,,13800.0,,75250.0
1983-01-01,22016.0,2100.0,26465.0,81390.0,1996.0,42794.0,0.0,0.0,,13300.0,,65857.0
1984-01-01,18666.0,2030.0,21188.0,87815.0,1815.0,45476.0,0.0,0.0,,13300.0,,70618.0
1985-01-01,16167.0,4300.0,24252.0,85810.0,1873.0,44069.0,0.0,0.0,,12700.0,,65974.0
1986-01-01,16119.0,5600.0,31359.0,90040.0,1929.0,47052.0,0.0,0.0,,14000.0,,56896.0
1987-01-01,12369.0,6100.0,25945.0,87764.0,2443.0,44323.0,0.0,0.0,36868.0,13000.0,,57362.0
1988-01-01,14060.0,5800.0,15913.0,85432.0,2839.0,46169.0,0.0,0.0,39864.0,16000.0,,49320.0
1989-01-01,14214.0,5550.0,24796.0,90807.0,3183.0,54110.0,0.0,0.0,44004.0,12500.0,,55428.0
1990-01-01,15066.0,3300.0,32098.0,98229.0,4286.0,49850.0,0.0,0.0,49596.0,16000.0,,74292.0
1991-01-01,10557.0,3078.0,31946.0,96000.0,4482.0,55134.0,0.0,0.0,38900.0,16500.0,,53891.0
1992-01-01,16184.0,2739.0,29871.0,101590.0,4617.0,55690.0,0.0,0.0,46170.0,15500.0,,67135.0
1993-01-01,16479.0,2107.0,27226.0,106390.0,4780.0,57210.0,0.0,0.0,43500.0,16500.0,,65220.0
1994-01-01,8903.0,2138.0,22920.0,99300.0,4100.0,59840.0,0.0,0.0,32100.0,14700.0,,63167.0
1995-01-01,16504.0,1526.0,24989.0,102215.0,5700.0,65470.0,0.0,0.0,30100.0,15500.0,,59404.0
1996-01-01,22925.0,3195.0,29801.0,110570.0,5735.0,62097.0,0.0,0.0,34900.0,16000.0,,61980.0
1997-01-01,19224.0,2380.0,24280.0,123289.0,5850.0,69350.0,0.0,0.0,44250.0,16000.0,,67534.0
1998-01-01,21465.0,2188.0,24082.0,109726.0,6104.0,66350.0,0.0,0.0,27012.0,18000.0,,69327.0
1999-01-01,24757.0,2403.0,26941.0,113880.0,6350.0,71288.0,0.0,0.0,30995.0,16500.0,,62475.0
2000-01-01,22108.0,1660.0,26536.0,99640.0,6350.0,76369.0,0.0,0.0,34455.0,18000.0,,60641.0
2001-01-01,24299.0,3250.0,20630.0,93873.0,6130.0,69681.0,0.0,0.0,46982.0,15500.0,,53001.0
2002-01-01,10132.0,2925.0,15961.0,90290.0,6300.0,72766.0,0.0,0.0,50609.0,16800.0,,43705.0
2003-01-01,26132.0,5851.0,23049.0,86490.0,6443.0,65761.0,0.0,0.0,34070.0,16800.0,,63805.0
2004-01-01,21905.0,5845.0,24796.0,91952.0,7177.0,72156.0,0.0,0.0,45434.0,18500.0,,58698.0
2005-01-01,25173.0,4873.0,25748.0,97445.0,8184.0,68637.0,0.0,0.0,47615.0,18500.0,,57243.0
2006-01-01,10822.0,2234.0,25265.0,108466.0,8274.0,69355.0,0.0,0.0,44927.0,17500.0,,49217.0
2007-01-01,13569.0,3825.0,20090.0,109525.0,7379.0,75807.0,0.0,0.0,49368.0,15500.0,,55821.0
2008-01-01,21420.0,5880.0,28619.0,112932.0,7977.0,78570.0,0.0,0.0,63765.0,16800.0,,68363.0
2009-01-01,21834.0,5026.0,26950.0,115834.0,8523.0,80679.0,0.0,0.0,61770.0,18450.0,,60117.0
2010-01-01,27410.0,5900.0,23300.0,116141.0,7200.0,80804.0,0.0,0.0,41508.0,17000.0,,58868.0
2011-01-01,29905.0,5800.0,25288.0,118625.0,8400.0,86874.0,0.0,0.0,56240.0,18800.0,,54244.0
2012-01-01,22856.0,4380.0,27246.0,122540.0,8500.0,94882.0,0.0,0.0,37720.0,16000.0,,61298.0
2013-01-01,25303.0,5300.0,37589.0,123710.0,8250.0,93506.0,0.0,0.0,52091.0,18750.0,,58105.0
2014-01-01,23743.0,6000.0,29442.0,128321.0,8300.0,95850.0,0.0,0.0,59080.0,15250.0,,55147.0
2015-01-01,22275.0,5540.0,27647.0,132639.0,8100.0,86527.0,0.0,0.0,61044.0,19500.0,,56117.0
2016-01-01,31819.0,6730.0,32140.0,133271.0,8100.0,87000.0,0.0,0.0,72529.0,17250.0,14383.0,62832.0
2017-01-01,20941.0,4264.0,30377.0,134334.0,8450.0,98510.0,0.0,0.0,85167.0,21000.0,14444.0,47380.0
2018-01-01,17598.0,5428.0,32352.0,131430.0,8450.0,99870.0,0.0,0.0,71685.0,19000.0,13455.0,51306.0
2019-01-01,15200.0,5200.0,32670.0,133590.0,8770.0,103600.0,0.0,0.0,73610.0,17500.0,15600.0,52581.0
2020-01-01,33000.0,6250.0,35183.0,134250.0,8900.0,107860.0,0.0,0.0,85354.0,18250.0,9658.0,49691.0
2021-01-01,27000.0,6800.0,32000.0,136000.0,9000.0,108000.0,0.0,0.0,85000.0,17250.0,14100.0,50948.0
